ID Question|Part|Instructions|Question|Content|Question time|Answer|Is correct|Answer type|Answer gain|
28|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 26 - 28.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
29|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 29 - 31.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
30|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 29 - 31.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
31|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 29 - 31.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
32|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 32 - 34.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
33|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 32 - 34.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
34|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 32 - 34.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
35|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 35 - 37.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
36|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 35 - 37.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
37|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 35 - 37.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
38|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 38 - 40.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
39|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 38 - 40.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
40|Part 2|Listen to the question and choose the correct answer.|February Part 2 - Questions 38 - 40.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
41|Part 3|Listen to the following conversation.|Where most likely are the speakers?|February Part 3 - Questions 41 - 43.mp3|NA|(A) In a delicatessen|1|radio|6|
||||||(B) At a supermarket|0|radio|0|
||||||(C) In a restaurant|0|radio|0|
||||||(D) At a tavern|0|radio|0|
42|Part 3|Listen to the following conversation.|What does the man suggest?|February Part 3 - Questions 41 - 43.mp3|NA|(A) Eating ham and cheese|0|radio|0|
||||||(B) Splitting condiments|0|radio|0|
||||||(C) Buying separate items|0|radio|0|
||||||(D) Saving money|1|radio|6|
43|Part 3|Listen to the following conversation.|What will the woman probably do next?|February Part 3 - Questions 41 - 43.mp3|NA|(A) Order a drink|0|radio|0|
||||||(B) Ask a question|1|radio|6|
||||||(C) Give the man money|0|radio|0|
||||||(D) Purchase condiments|0|radio|0|
44|Part 3|Listen to the following conversation.|What position does John most likely hold?|February Part 3 - Questions 44 - 46.mp3|NA|(A) Reporter|0|radio|0|
||||||(B) Engineer|0|radio|0|
||||||(C) Editor|1|radio|6|
||||||(D) Inspector|0|radio|0|
45|Part 3|Listen to the following conversation.|What problem does Dedra have?|February Part 3 - Questions 44 - 46.mp3|NA|(A) She has too little work.|0|radio|0|
||||||(B) She missed a deadline.|1|radio|6|
||||||(C) She was laid off.|0|radio|0|
||||||(D) She cannot find a job.|0|radio|0|
46|Part 3|Listen to the following conversation.|What does John imply?|February Part 3 - Questions 44 - 46.mp3|NA|(A) Dedra is unreliable.|0|radio|0|
||||||(B) He does not know Dedra well.|0|radio|0|
||||||(C) He makes a lot of money.|0|radio|0|
||||||(D) His company is struggling.|1|radio|6|
47|Part 3|Listen to the following conversation.|What is the man's complaint?|February Part 3 - Questions 47 - 49.mp3|NA|(A) He received the wrong merchandise.|1|radio|6|
||||||(B) His name was spelled incorrectly.|0|radio|0|
||||||(C) He was charged too much money.|0|radio|0|
||||||(D) He did not receive a sales receipt.|0|radio|0|
48|Part 3|Listen to the following conversation.|What mistake did the woman make?|February Part 3 - Questions 47 - 49.mp3|NA|(A) She misspelled the man's last name.|0|radio|0|
||||||(B) She misread the order form.|0|radio|0|
||||||(C) She misread the man's middle initial.|1|radio|6|
||||||(D) She miscalculated the number of cases.|0|radio|0|
49|Part 3|Listen to the following conversation.|What does the woman offer to do?|February Part 3 - Questions 47 - 49.mp3|NA|(A) Give the man a 50-percent discount|0|radio|0|
||||||(B) Phone the warehouse|0|radio|0|
||||||(C) Get the man the correct order|1|radio|6|
||||||(D) Beckon her supervisor|0|radio|0|
50|Part 3|Listen to the following conversation.|Where is this conversation most likely taking place?|February Part 3 - Questions 50 - 52.mp3|NA|(A) In a classroom|0|radio|0|
||||||(B) In an office|1|radio|6|
||||||(C) At a theater|0|radio|0|
||||||(D) At a hotel|0|radio|0|
51|Part 3|Listen to the following conversation.|What does Chris' wife say about her husband?|February Part 3 - Questions 50 - 52.mp3|NA|(A) He is late.|0|radio|0|
||||||(B) He is sleeping.|0|radio|0|
||||||(C) He is hunting.|0|radio|0|
||||||(D) He is ill.|1|radio|6|
52|Part 3|Listen to the following conversation.|What does the woman imply about Chris?|February Part 3 - Questions 50 - 52.mp3|NA|(A) He is habitually late.|0|radio|0|
||||||(B) He is a good hunter.|0|radio|0|
||||||(C) He is not really sleeping.|0|radio|0|
||||||(D) He does not have the flu.|1|radio|6|
53|Part 3|Listen to the following conversation.|Where most likely are the speakers?|February Part 3 - Questions 53 - 55.mp3|NA|(A) Airport|1|radio|6|
||||||(B) Bus station|0|radio|0|
||||||(C) Train depot|0|radio|0|
||||||(D) Hotel|0|radio|0|
54|Part 3|Listen to the following conversation.|What did the woman do?|February Part 3 - Questions 53 - 55.mp3|NA|(A) Misplaced her baggage stub|0|radio|0|
||||||(B) Mistook the name on the tag as her own|0|radio|0|
||||||(C) Mistook the man's suitcase for her own|1|radio|6|
||||||(D) Misunderstood the baggage handler|0|radio|0|
55|Part 3|Listen to the following conversation.|Why does the man tell the woman a story?|February Part 3 - Questions 53 - 55.mp3|NA|(A) To impose guilt|0|radio|0|
||||||(B) To calm her nerves|1|radio|6|
||||||(C) To kill some time|0|radio|0|
||||||(D) To entertain her|0|radio|0|
56|Part 3|Listen to the following conversation.|Who are the speakers talking about?|February Part 3 - Questions 56 - 58.mp3|NA|(A) An entertainment celebrity|0|radio|0|
||||||(B) A sports manager|0|radio|0|
||||||(C) An entrepreneur|0|radio|0|
||||||(D) A business executive|1|radio|6|
57|Part 3|Listen to the following conversation.|What does the woman say about Len Nieland?|February Part 3 - Questions 56 - 58.mp3|NA|(A) He is too inexperienced.|0|radio|0|
||||||(B) He has 20-20 vision.|0|radio|0|
||||||(C) He has demonstrated success.|1|radio|6|
||||||(D) He is talented.|0|radio|0|
58|Part 3|Listen to the following conversation.|What does the man say about Len Nieland?|February Part 3 - Questions 56 - 58.mp3|NA|(A) He is a visionary.|0|radio|0|
||||||(B) His new job might be more than he can handle.|1|radio|6|
||||||(C) He was a good hire.|0|radio|0|
||||||(D) He is 35 years old.|0|radio|0|
59|Part 3|Listen to the following conversation.|Where is this conversation most likely taking place?|February Part 3 - Questions 59 - 61.mp3|NA|(A) At a bar|0|radio|0|
||||||(B) In a class|0|radio|0|
||||||(C) In a restaurant|1|radio|6|
||||||(D) In a grocery store|0|radio|0|
60|Part 3|Listen to the following conversation.|What can be inferred about the man?|February Part 3 - Questions 59 - 61.mp3|NA|(A) He has been there before.|1|radio|0|
||||||(B) He does not drink wine.|0|radio|0|
||||||(C) He is married to the woman.|0|radio|0|
||||||(D) He wants pesto bread.|0|radio|0|
61|Part 3|Listen to the following conversation.|What does the woman order at the end of the conversation?|February Part 3 - Questions 59 - 61.mp3|NA|(A) Dessert|0|radio|0|
||||||(B) A drink|0|radio|0|
||||||(C) Salad|0|radio|0|
||||||(D) An appetizer|1|radio|6|
62|Part 3|Listen to the following conversation.|What are the speakers talking about?|February Part 3 - Questions 62 - 64.mp3|NA|(A) A contract negotiation|1|radio|6|
||||||(B) A court mitigation|0|radio|0|
||||||(C) Employment litigation|0|radio|0|
||||||(D) A hiring delegation|0|radio|0|
63|Part 3|Listen to the following conversation.|What obstacle is hindering a deal?|February Part 3 - Questions 62 - 64.mp3|NA|(A) Salary|0|radio|0|
||||||(B) Vacation pay|0|radio|0|
||||||(C) Auxiliary issues|1|radio|6|
||||||(D) Bonuses|0|radio|0|
64|Part 3|Listen to the following conversation.|What will happen at 9 a.m. tomorrow?|February Part 3 - Questions 62 - 64.mp3|NA|(A) A signing|0|radio|0|
||||||(B) A meeting|1|radio|6|
||||||(C) A deal|0|radio|0|
||||||(D) A lecture|0|radio|0|
65|Part 3|Listen to the following conversation.|Where is this conversation most likely taking place?|February Part 3 - Questions 65 - 67.mp3|NA|(A) On a street corner|0|radio|0|
||||||(B) In a pizza parlor|0|radio|0|
||||||(C) At a meeting|0|radio|0|
||||||(D) In an office|1|radio|6|
66|Part 3|Listen to the following conversation.|Why is Janice tired?|February Part 3 - Questions 65 - 67.mp3|NA|(A) She had overslept.|0|radio|0|
||||||(B) She worked late the previous night.|1|radio|6|
||||||(C) She is working on a project.|0|radio|0|
||||||(D) She was paying bills.|0|radio|0|
67|Part 3|Listen to the following conversation.|What does the man suggest that Janice do?|February Part 3 - Questions 65 - 67.mp3|NA|(A) Get some rest|0|radio|0|
||||||(B) Take some medicine|0|radio|0|
||||||(C) Request a higher salary|1|radio|6|
||||||(D) Look for another job|0|radio|0|
68|Part 3|Listen to the following conversation.|Where should the man turn left?|February Part 3 - Questions 68 - 70.mp3|NA|(A) At the end of the exit ramp|0|radio|0|
||||||(B) At the Catholic church|0|radio|0|
||||||(C) At SE 152nd Street|1|radio|6|
||||||(D) At the second stoplight|0|radio|0|
69|Part 3|Listen to the following conversation.|Which road does the woman live on?|February Part 3 - Questions 68 - 70.mp3|NA|(A) SE 152nd Street|1|radio|6|
||||||(B) Auburn Avenue|0|radio|0|
||||||(C) River Road|0|radio|0|
||||||(D) Broderick Boulevard|0|radio|0|
70|Part 3|Listen to the following conversation.|What time is the man going to meet the woman?|February Part 3 - Questions 68 - 70.mp3|NA|(A) 5 o'clock|0|radio|0|
||||||(B) 6 o'clock|0|radio|0|
||||||(C) 7 o'clock|1|radio|6|
||||||(D) 8 o'clock|0|radio|0|
71|Part 4|Listen to the following annoucement and choose the correct answer.|What is the main purpose of the talk?|February TOEIC Part 4 Questions 71 - 73.mp3|NA|(A) To promote a game|0|radio|0|
||||||(B) To solve a puzzle|0|radio|0|
||||||(C) To provide entertainment|0|radio|0|
||||||(D) To give advice|1|radio|6|
72|Part 4|Listen to the following annoucement and choose the correct answer.|Where should amateur players aim their darts?|February TOEIC Part 4 Questions 71 - 73.mp3|NA|(A) The triple 19 ring|0|radio|0|
||||||(B) The border of 8 and 16|1|radio|6|
||||||(C) The triple 20 ring|0|radio|0|
||||||(D) The center bulls-eye|0|radio|0|
73|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about the bulls-eye?|February TOEIC Part 4 Questions 71 - 73.mp3|NA|(A) It is easy to hit.|0|radio|0|
||||||(B) It is on top of the dart board.|0|radio|0|
||||||(C) It is worth 100 points.|1|radio|6|
||||||(D) It is surrounded by triple 20.|0|radio|0|
74|Part 4|Listen to the following annoucement and choose the correct answer.|What is causing a delay on Eastbound 202?|February TOEIC Part 4 Questions 74 - 76.mp3|NA|(A) An accident|0|radio|0|
||||||(B) A disabled vehicle|1|radio|6|
||||||(C) A cargo spill|0|radio|0|
||||||(D) Road construction|0|radio|0|
75|Part 4|Listen to the following annoucement and choose the correct answer.|What happened on northbound Highway 20?|February TOEIC Part 4 Questions 74 - 76.mp3|NA|(A) A cargo spill|1|radio|6|
||||||(B) A disabled vehicle|0|radio|0|
||||||(C) An accident|0|radio|0|
||||||(D) Road construction|0|radio|0|
76|Part 4|Listen to the following annoucement and choose the correct answer.|Who is sponsoring this report?|February TOEIC Part 4 Questions 74 - 76.mp3|NA|(A) Kelly Kykendall|0|radio|0|
||||||(B) KRPM-AM|0|radio|0|
||||||(C) Diamond City|0|radio|0|
||||||(D) FarmCo Insurance|1|radio|6|
77|Part 4|Listen to the following annoucement and choose the correct answer.|What is the speaker mainly discussing?|February TOEIC Part 4 Questions 77 - 79.mp3|NA|(A) Results of a study|0|radio|0|
||||||(B) Getting in shape|0|radio|0|
||||||(C) Advantages of risk-taking|1|radio|6|
||||||(D) Problems of managers|0|radio|0|
78|Part 4|Listen to the following annoucement and choose the correct answer.|According to the speaker, what is NOT true?|February TOEIC Part 4 Questions 77 - 79.mp3|NA|(A) Most risks are not worth taking.|1|radio|6|
||||||(B) Taking risks can result in greater success.|0|radio|0|
||||||(C) Risk-taking people are generally happier.|0|radio|0|
||||||(D) People have long taken risks.|0|radio|0|
79|Part 4|Listen to the following annoucement and choose the correct answer.|What advice does the speaker offer?|February TOEIC Part 4 Questions 77 - 79.mp3|NA|(A) Risk your life.|0|radio|0|
||||||(B) Know your limits.|1|radio|6|
||||||(C) Spend lots of money.|0|radio|0|
||||||(D) Be reckless.|0|radio|0|
80|Part 4|Listen to the following annoucement and choose the correct answer.|What is true of the speakers' parents?|February TOEIC Part 4 Questions 80 - 82.mp3|NA|(A) They have college diplomas.|0|radio|0|
||||||(B) They are upper middle class.|0|radio|0|
||||||(C) They value education.|1|radio|6|
||||||(D) They got divorced.|0|radio|0|
81|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about Stanley Parker?|February TOEIC Part 4 Questions 80 - 82.mp3|NA|(A) He paid for her education.|0|radio|0|
||||||(B) He bolstered her confidence.|1|radio|6|
||||||(C) He taught high school English.|0|radio|0|
||||||(D) He was her favorite teacher.|0|radio|0|
82|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker believe about education?|February TOEIC Part 4 Questions 80 - 82.mp3|NA|(A) It is overrated.|0|radio|0|
||||||(B) It is too expensive.|0|radio|0|
||||||(C) It reinforces steretypes.|0|radio|0|
||||||(D) It can transform.|1|radio|6|
83|Part 4|Listen to the following annoucement and choose the correct answer.|What is the speaker announcing?|February TOEIC Part 4 Questions 83 - 85.mp3|NA|(A) A sale|1|radio|6|
||||||(B) A negotiation|0|radio|0|
||||||(C) A grand opening|0|radio|0|
||||||(D) A party|0|radio|0|
84|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about Dick Blaha?|February TOEIC Part 4 Questions 83 - 85.mp3|NA|(A) He is new to the newspaper business.|0|radio|0|
||||||(B) He has been successful in the past.|1|radio|6|
||||||(C) He will change the layout of the paper.|0|radio|0|
||||||(D) He has 25 years of experience.|0|radio|0|
85|Part 4|Listen to the following annoucement and choose the correct answer.|What can be inferred?|February TOEIC Part 4 Questions 83 - 85.mp3|NA|(A) The announcement surprised the listeners.|0|radio|0|
||||||(B) The listeners were expecting the paper to be sold.|1|radio|6|
||||||(C) The Neighborhood News was losing money.|0|radio|0|
||||||(D) The speaker will buy another newspaper.|0|radio|0|
86|Part 4|Listen to the following annoucement and choose the correct answer.|What is being advertised?|February TOEIC Part 4 Questions 86 - 88.mp3|NA|(A) A GPS system|0|radio|0|
||||||(B) A new mobile phone|0|radio|0|
||||||(C) A wireless application|1|radio|6|
||||||(D) A start-up company|0|radio|0|
87|Part 4|Listen to the following annoucement and choose the correct answer.|What is NOT mentioned as a feature of Marvel Maps?|February TOEIC Part 4 Questions 86 - 88.mp3|NA|(A) 3-D maps|0|radio|0|
||||||(B) Subscriber reviews|0|radio|0|
||||||(C) GPS for pedestrians|0|radio|0|
||||||(D) Road construction alerts|1|radio|6|
88|Part 4|Listen to the following annoucement and choose the correct answer.|How can listeners learn more about Marvel Maps?|February TOEIC Part 4 Questions 86 - 88.mp3|NA|(A) By sending an e-mail|0|radio|0|
||||||(B) By visiting a website|1|radio|6|
||||||(C) By requesting a free trial|0|radio|0|
||||||(D) By going to the Samstrong store|0|radio|0|
89|Part 4|Listen to the following annoucement and choose the correct answer.|What is the main purpose of the talk?|February TOEIC Part 4 Questions 89 - 91.mp3|NA|(A) To entertain|0|radio|0|
||||||(B) To advise|1|radio|6|
||||||(C) To argue|0|radio|0|
||||||(D) To frighten|0|radio|0|
90|Part 4|Listen to the following annoucement and choose the correct answer.|Why does the speaker say charity effectiveness is difficult to measure?|February TOEIC Part 4 Questions 89 - 91.mp3|NA|(A) Charity leaders are corrupt.|0|radio|0|
||||||(B) Most charities do not really help people.|0|radio|0|
||||||(C) Charities do not pay government taxes.|0|radio|0|
||||||(D) Charities do not make a profit.|1|radio|6|
91|Part 4|Listen to the following annoucement and choose the correct answer.|What advice does the speaker give to listeners?|February TOEIC Part 4 Questions 89 - 91.mp3|NA|(A) Check out charity ratings |1|radio|6|
||||||(B) Stop donating to charities|0|radio|0|
||||||(C) Volunteer to help|0|radio|0|
||||||(D) Request donation receipts|0|radio|0|
92|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the speaker?|February TOEIC Part 4 Questions 92 - 94.mp3|NA|(A) Mark|0|radio|0|
||||||(B) Julie|1|radio|6|
||||||(C) Jasmine|0|radio|0|
||||||(D) Chad|0|radio|0|
93|Part 4|Listen to the following annoucement and choose the correct answer.|Why does the speaker say, **hello and congratulations**?|February TOEIC Part 4 Questions 92 - 94.mp3|NA|(A) She is making a joke.|1|radio|6|
||||||(B) She is being cynical.|0|radio|0|
||||||(C) She is demeaning the caller.|0|radio|0|
||||||(D) She is happy for the caller.|0|radio|0|
94|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker remind listeners to do?|February TOEIC Part 4 Questions 92 - 94.mp3|NA|(A) Call Mark on his cell phone|0|radio|0|
||||||(B) Hang up and redial|0|radio|0|
||||||(C) Speak indistinctly|0|radio|0|
||||||(D) Leave their telephone number|1|radio|6|
95|Part 4|Listen to the following annoucement and choose the correct answer.|Where is this introduction most likely taking place?|February TOEIC Part 4 Questions 95 - 97.mp3|NA|(A) In an auditorium|1|radio|6|
||||||(B) In an office|0|radio|0|
||||||(C) In a park|0|radio|0|
||||||(D) In a stadium|0|radio|0|
96|Part 4|Listen to the following annoucement and choose the correct answer.|The speaker says Dave Niesel's voice has been heard on all of the following EXCEPT|February TOEIC Part 4 Questions 95 - 97.mp3|NA|(A) Radio|0|radio|0|
||||||(B) Audio books|0|radio|0|
||||||(C) Movies|1|radio|6|
||||||(D) Advertisements|0|radio|0|
97|Part 4|Listen to the following annoucement and choose the correct answer.|What did Dave Niesel do in 1998?|February TOEIC Part 4 Questions 95 - 97.mp3|NA|(A) Narrated a Christmas play|0|radio|0|
||||||(B) Graduated from university|0|radio|0|
||||||(C) Worked for radio stations|0|radio|0|
||||||(D) Started his own company|1|radio|6|
98|Part 4|Listen to the following annoucement and choose the correct answer.|What is the speaker's opinion of Ned Bryson's book?|February TOEIC Part 4 Questions 98 - 100.mp3|NA|(A) It is well-photographed but poorly written.|0|radio|0|
||||||(B) It is well-written and well-photographed.|1|radio|6|
||||||(C) It has some nice photos but is too long.|0|radio|0|
||||||(D) It has great text but mediocre photography.|0|radio|0|
99|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the target audience for Marsupials?|February TOEIC Part 4 Questions 98 - 100.mp3|NA|(A) Adults|0|radio|0|
||||||(B) Women|0|radio|0|
||||||(C) Children|1|radio|6|
||||||(D) Men|0|radio|0|
100|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker suggest?|February TOEIC Part 4 Questions 98 - 100.mp3|NA|(A) Buying a better book on the topic|0|radio|0|
||||||(B) Giving the book as a present|1|radio|6|
||||||(C) Trying to find a used copy of the book|0|radio|0|
||||||(D) Not reading the book to young children|0|radio|0|
101|Part 5|Complete the sentence with the correct answer.|Jonah _____ to the doctor this morning.||NA|(A) had gone|0|radio|0|
||||||(B) had been|0|radio|0|
||||||(C) went|1|radio|4|
||||||(D) visited|0|radio|0|
102|Part 5|Complete the sentence with the correct answer.|Take an umbrella _____ it rains.||NA|(A) because|0|radio|0|
||||||(B) in case|1|radio|4|
||||||(C) so that|0|radio|0|
||||||(D) since|0|radio|0|
103|Part 5|Complete the sentence with the correct answer.|I used _____ a laptop computer, but I switched to a Notebook.||NA|(A) use|0|radio|0|
||||||(B) using|0|radio|0|
||||||(C) uses|0|radio|0|
||||||(D) to use|1|radio|4|
104|Part 5|Complete the sentence with the correct answer.|I used _____ a laptop computer, but I switched to a Notebook.||NA|(A) over|1|radio|4|
||||||(B) beat|0|radio|0|
||||||(C) down|0|radio|0|
||||||(D) off|0|radio|0|
105|Part 5|Complete the sentence with the correct answer.|Have we paid the heating _____ this month?||NA|(A) tab|0|radio|0|
||||||(B) bill|1|radio|4|
||||||(C) check|0|radio|0|
||||||(D) fee|0|radio|0|
106|Part 5|Complete the sentence with the correct answer.|_____, that comes to $43.59.||NA|(A) Finally|0|radio|0|
||||||(B) Furthermore|0|radio|0|
||||||(C) Altogether|1|radio|4|
||||||(D) Relatively|0|radio|0|
107|Part 5|Complete the sentence with the correct answer.|If Darryl begins the day with 28 apples and sells 13 of them, how many apples are _____?||NA|(A) reminding|0|radio|0|
||||||(B) remainders|0|radio|0|
||||||(C) leaving|0|radio|0|
||||||(D) left|1|radio|4|
108|Part 5|Complete the sentence with the correct answer.|One of the students must give _____ oral report tomorrow.||NA|(A) his|1|radio|4|
||||||(B) their|0|radio|0|
||||||(C) theirs|0|radio|0|
||||||(D) hers|0|radio|0|
109|Part 5|Complete the sentence with the correct answer.|The game has been postponed _____ the hurricane warning.||NA|(A) since|0|radio|0|
||||||(B) due to|1|radio|4|
||||||(C) because|0|radio|0|
||||||(D) so that|0|radio|0|
110|Part 5|Complete the sentence with the correct answer.|Would you mind _____ down the music, please?||NA|(A) to turn|0|radio|0|
||||||(B) turning|1|radio|4|
||||||(C) turn|0|radio|0|
||||||(D) turns|0|radio|0|
111|Part 5|Complete the sentence with the correct answer.|Be sure to use the milk before its _____ date.||NA|(A) expiring|0|radio|0|
||||||(B) expired|0|radio|0|
||||||(C) expiration|1|radio|4|
||||||(D) to expire|0|radio|0|
112|Part 5|Complete the sentence with the correct answer.|White wine ____ fish.||NA|(A) compliments|0|radio|0|
||||||(B) complements|1|radio|4|
||||||(C) completes|0|radio|0|
||||||(D) comparisons|0|radio|0|
113|Part 5|Complete the sentence with the correct answer.|The library is just _____ the corner from here.||NA|(A) at|0|radio|0|
||||||(B) about|0|radio|0|
||||||(C) as|0|radio|0|
||||||(D) around|1|radio|4|
