ID Question|Part|Instructions|Question|Content|Question time|Answer|Is correct|Answer type|Answer gain|
49|Part 3|Listen to the following conversation.|What does the woman offer to do?|23_TOEIC_02_Questions_47-49.mp3|NA|(A) Expedite shipping of the welding machine|1|radio|6|
||||||(B) Give the man a complimentary welder|0|radio|0|
||||||(C) Let the man have a discount|0|radio|0|
||||||(D) Refund the man's money|0|radio|0|
50|Part 3|Listen to the following conversation.|What does the man want to do?|24_TOEIC_02_Questions_50-52.mp3|NA|(A) Buy train tickets|1|radio|6|
||||||(B) Take a bus to Appin|0|radio|0|
||||||(C) Wait for the local|0|radio|0|
||||||(D) Book a hotel room|0|radio|0|
51|Part 3|Listen to the following conversation.|Why can't the man ride the 12:15 express?|24_TOEIC_02_Questions_50-52.mp3|NA|(A) It is having mechanical difficulty.|0|radio|0|
||||||(B) It is running a half hour late.|0|radio|0|
||||||(C) The express does not go to Appin.|0|radio|0|
||||||(D) All the tickets for it have been sold.|1|radio|6|
52|Part 3|Listen to the following conversation.|What is NOT true of the local?|24_TOEIC_02_Questions_50-52.mp3|NA|(A) It is slower than the express.|0|radio|0|
||||||(B) It costs more than the express.|1|radio|6|
||||||(C) It will leave at 12:30.|0|radio|0|
||||||(D) It is going to Appin.|0|radio|0|
53|Part 3|Listen to the following conversation.|What is the relationship between the speakers?|25_TOEIC_02_Questions_53-55.mp3|NA|(A) Buyer-seller|0|radio|0|
||||||(B) Waiter-customer|0|radio|0|
||||||(C) Landlord-tenant|1|radio|6|
||||||(D) Manager-employee|0|radio|0|
54|Part 3|Listen to the following conversation.|What does the man say about rent?|25_TOEIC_02_Questions_53-55.mp3|NA|(A) It is due on the 10th of each month.|0|radio|0|
||||||(B) He does not accept checks.|0|radio|0|
||||||(C) The woman must wire it to him.|0|radio|0|
||||||(D) There will be an extra fee if it is late.|1|radio|6|
55|Part 3|Listen to the following conversation.|What should the woman do if something breaks?|25_TOEIC_02_Questions_53-55.mp3|NA|(A) Phone a repairman|0|radio|0|
||||||(B) Call the man|1|radio|6|
||||||(C) Fix it herself|0|radio|0|
||||||(D) Leave a message|0|radio|0|
56|Part 3|Listen to the following conversation.|What position does the man most likely hold?|26_TOEIC_02_Questions_56-58.mp3|NA|(A) Manager|1|radio|6|
||||||(B) Receptionist|0|radio|0|
||||||(C) Physician|0|radio|0|
||||||(D) Salesman|0|radio|0|
57|Part 3|Listen to the following conversation.|Why does the man tell Nancy to buy more ink?|26_TOEIC_02_Questions_56-58.mp3|NA|(A) The current supply is running low.|0|radio|0|
||||||(B) Ink prices are currently cheap.|1|radio|6|
||||||(C) They are planning for a big project.|0|radio|0|
||||||(D) Their current ink is low quality.|0|radio|0|
58|Part 3|Listen to the following conversation.|What does Nancy promise to do?|26_TOEIC_02_Questions_56-58.mp3|NA|(A) Order more copy paper |0|radio|0|
||||||(B) Go to the supermarket|0|radio|0|
||||||(C) Speed up her work|0|radio|0|
||||||(D) Complete a report|1|radio|6|
59|Part 3|Listen to the following conversation.|What are the speakers trying to do?|27_TOEIC_02_Questions_59-61.mp3|NA|(A) Conduct a meeting|0|radio|0|
||||||(B) Arrange a vacation|0|radio|0|
||||||(C) Schedule an appointment|1|radio|6|
||||||(D) Coordinate an interview|0|radio|0|
60|Part 3|Listen to the following conversation.|What is the man doing the week of the 16th?|27_TOEIC_02_Questions_59-61.mp3|NA|(A) Going on a business trip|0|radio|0|
||||||(B) Taking a vacation|1|radio|6|
||||||(C) Meeting with the woman|0|radio|0|
||||||(D) Flying to New York|0|radio|0|
61|Part 3|Listen to the following conversation.|What will the man do next?|27_TOEIC_02_Questions_59-61.mp3|NA|(A) Call his secretary|0|radio|0|
||||||(B) Check his schedule|1|radio|6|
||||||(C) Fly to Hawaii|0|radio|0|
||||||(D) Book a room|0|radio|0|
62|Part 3|Listen to the following conversation.|Where does the man work?|28_TOEIC_02_Questions_62-64.mp3|NA|(A) In a supermarket|0|radio|0|
||||||(B) In library|0|radio|0|
||||||(C) In a DVD shop|0|radio|0|
||||||(D) In a bookstore|1|radio|6|
63|Part 3|Listen to the following conversation.|Why does the woman call the man?|28_TOEIC_02_Questions_62-64.mp3|NA|(A) To ask about a price|0|radio|0|
||||||(B) To place a special order |0|radio|0|
||||||(C) To check availability|1|radio|6|
||||||(D) To find out his address|0|radio|0|
64|Part 3|Listen to the following conversation.|What will the woman probably do next?|28_TOEIC_02_Questions_62-64.mp3|NA|(A) Order a book |0|radio|0|
||||||(B) Make another phone call|1|radio|6|
||||||(C) Send the man an e-mail|0|radio|0|
||||||(D) Go to the library|0|radio|0|
65|Part 3|Listen to the following conversation.|Who most likely are the speakers?|29_TOEIC_02_Questions_65-67.mp3|NA|(A) Colleagues|1|radio|6|
||||||(B) Spouses|0|radio|0|
||||||(C) Neighbors|0|radio|0|
||||||(D) Classmates|0|radio|0|
66|Part 3|Listen to the following conversation.|What mistake did the woman make?|29_TOEIC_02_Questions_65-67.mp3|NA|(A) She misread the address.|1|radio|6|
||||||(B) She took a wrong turn. |0|radio|0|
||||||(C) She is on the wrong street.|0|radio|0|
||||||(D) She forgot a phone number.|0|radio|0|
67|Part 3|Listen to the following conversation.|What can be inferred about David?|29_TOEIC_02_Questions_65-67.mp3|NA|(A) He is impatient.|0|radio|0|
||||||(B) He is Patti's manager.|0|radio|0|
||||||(C) He has a good sense of humor.|1|radio|6|
||||||(D) He does not know Patti well.|0|radio|0|
68|Part 3|Listen to the following conversation.|What problem does Saundra have?|30_TOEIC_02_Questions_68-70.mp3|NA|(A) She lost a game.|0|radio|0|
||||||(B) She is very tired.|1|radio|6|
||||||(C) She missed her presentation.|0|radio|0|
||||||(D) She injured her hand.|0|radio|0|
69|Part 3|Listen to the following conversation.|What does Saundra ask the man to do?|30_TOEIC_02_Questions_68-70.mp3|NA|(A) Cover for Lena|0|radio|0|
||||||(B) Buy her dinner|0|radio|0|
||||||(C) Help her with filing|1|radio|6|
||||||(D) Prepare her presentation|0|radio|0|
70|Part 3|Listen to the following conversation.|What does the man offer?|30_TOEIC_02_Questions_68-70.mp3|NA|(A) To ask for help|0|radio|0|
||||||(B) To finish filing|1|radio|6|
||||||(C) To buy Lena a drink |0|radio|0|
||||||(D) To give Lena a present|0|radio|0|
71|Part 4|Listen to the following annoucement and choose the correct answer.|What is the main purpose of the report?|31_TOEIC_02_Questions_71-73.mp3|NA|(A) To clarify a myth|0|radio|0|
||||||(B) To encourage employers|0|radio|0|
||||||(C) To chide interviewers|0|radio|0|
||||||(D) To give advice|1|radio|6|
72|Part 4|Listen to the following annoucement and choose the correct answer.|Why does the speaker say it's important for job seekers to look good?|31_TOEIC_02_Questions_71-73.mp3|NA|(A) Good-looking people always get the job.|0|radio|0|
||||||(B) People make quick judgments.|1|radio|6|
||||||(C) When you look good, you feel good.|0|radio|0|
||||||(D) Appearances are not important.|0|radio|0|
73|Part 4|Listen to the following annoucement and choose the correct answer.|What is NOT a **don't** mentioned by the speaker?|31_TOEIC_02_Questions_71-73.mp3|NA|(A) Asking about salary|0|radio|0|
||||||(B) Complaining about previous employers|0|radio|0|
||||||(C) Arriving ten minutes early|1|radio|6|
||||||(D) Avoiding difficult questions|0|radio|0|
74|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the announcement for?|32_TOEIC_02_Questions_74-76.mp3|NA|(A) Basketball players|0|radio|0|
||||||(B) Company workers|1|radio|6|
||||||(C) University students|0|radio|0|
||||||(D) The general public|0|radio|0|
75|Part 4|Listen to the following annoucement and choose the correct answer.|How can listeners get their passes?|32_TOEIC_02_Questions_74-76.mp3|NA|(A) By contacting Martha|1|radio|6|
||||||(B) By notifying their managers|0|radio|0|
||||||(C) By going to Gerry's Gym|0|radio|0|
||||||(D) By signing a contract|0|radio|0|
76|Part 4|Listen to the following annoucement and choose the correct answer.|What does Gerry's Gym include?|32_TOEIC_02_Questions_74-76.mp3|NA|(A) Tennis courts|0|radio|0|
||||||(B) Racquetball courts|0|radio|0|
||||||(C) Jacuzzis|0|radio|0|
||||||(D) Swimming pool|1|radio|6|
77|Part 4|Listen to the following annoucement and choose the correct answer.|What is the message mainly about?|33_TOEIC_02_Questions_77-79.mp3|NA|(A) A coming presentation|0|radio|0|
||||||(B) A request for a product|0|radio|0|
||||||(C) A date for a reservation|0|radio|0|
||||||(D) A bid on a project|1|radio|6|
78|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about Mr. Noreen's presentation?|33_TOEIC_02_Questions_77-79.mp3|NA|(A) She thought it was impressive.|1|radio|6|
||||||(B) She has some questions about it.|0|radio|0|
||||||(C) She was surprised by his conclusions.|0|radio|0|
||||||(D) She would like a copy of the information he presented.|0|radio|0|
79|Part 4|Listen to the following annoucement and choose the correct answer.|Why does the speaker mention March 10th?|33_TOEIC_02_Questions_77-79.mp3|NA|(A) It is the starting date for a new project.|0|radio|0|
||||||(B) It is the date of a departmental meeting.|0|radio|0|
||||||(C) It is the last day to submit some information.|1|radio|6|
||||||(D) It is the date of the next presentation.|0|radio|0|
80|Part 4|Listen to the following annoucement and choose the correct answer.|What is the talk mainly about?|34_TOEIC_02_Questions_80-82.mp3|NA|(A) The population of Seattle|0|radio|0|
||||||(B) A profile of Seattle|1|radio|6|
||||||(C) Business in Seattle|0|radio|0|
||||||(D) Seattle's weather|0|radio|0|
81|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about Mount Rainier?|34_TOEIC_02_Questions_80-82.mp3|NA|(A) It is located to the west of the city.|0|radio|0|
||||||(B) It is more than 14,000 feet high.|0|radio|0|
||||||(C) It is expected to erupt soon.|1|radio|6|
||||||(D) It is the largest mountain in America.|0|radio|0|
82|Part 4|Listen to the following annoucement and choose the correct answer.|What is true of Seattle's weather?|34_TOEIC_02_Questions_80-82.mp3|NA|(A) Summers are very hot.|0|radio|0|
||||||(B) It rains in the spring.|0|radio|0|
||||||(C) Winters have lots of snow.|0|radio|0|
||||||(D) The temperatures are not extreme.|1|radio|6|
83|Part 4|Listen to the following annoucement and choose the correct answer.|Who most likely is the speaker?|35_TOEIC_02_Questions_83-85.mp3|NA|(A) A state governor|1|radio|6|
||||||(B) The US president|0|radio|0|
||||||(C) A business CEO|0|radio|0|
||||||(D) A news reporter|0|radio|0|
84|Part 4|Listen to the following annoucement and choose the correct answer.|Why does the speaker mention police?|35_TOEIC_02_Questions_83-85.mp3|NA|(A) In reference to crime statistics|0|radio|0|
||||||(B) To dispute economists' predictions|0|radio|0|
||||||(C) As an example of resource sharing|1|radio|6|
||||||(D) To illustrate a tight budget|0|radio|0|
85|Part 4|Listen to the following annoucement and choose the correct answer.|What has the speaker proposed?|35_TOEIC_02_Questions_83-85.mp3|NA|(A) Subsidizing nursing students|0|radio|0|
||||||(B) Paying college tuition for everyone|0|radio|0|
||||||(C) Paying students for certain degrees|1|radio|6|
||||||(D) Offering incentives to the legislature|0|radio|0|
86|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the speaker probably addressing?|36_TOEIC_02_Questions_86-88.mp3|NA|(A) A group of technical trainers|0|radio|0|
||||||(B) A group of new employees|1|radio|6|
||||||(C) Guests at a special dinner|0|radio|0|
||||||(D) Historians at a convention|0|radio|0|
87|Part 4|Listen to the following annoucement and choose the correct answer.|What will Karen do?|36_TOEIC_02_Questions_86-88.mp3|NA|(A) Answer questions about policies|1|radio|6|
||||||(B) Talk about company products|0|radio|0|
||||||(C) Lead a tour of the company|0|radio|0|
||||||(D) Meet with the trainers|0|radio|0|
88|Part 4|Listen to the following annoucement and choose the correct answer.|When will a video be shown?|36_TOEIC_02_Questions_86-88.mp3|NA|(A) This morning|0|radio|0|
||||||(B) This afternoon|1|radio|6|
||||||(C) Tomorrow morning|0|radio|0|
||||||(D) Tomorrow afternoon|0|radio|0|
89|Part 4|Listen to the following annoucement and choose the correct answer.|What is Ms. Peterson's current position?|37_TOEIC_02_Questions_89-91.mp3|NA|(A) Company president|1|radio|6|
||||||(B) Consultant|0|radio|0|
||||||(C) News announcer|0|radio|0|
||||||(D) Employment counselor|0|radio|0|
90|Part 4|Listen to the following annoucement and choose the correct answer.|When will Ms. Peterson leave her current job?|37_TOEIC_02_Questions_89-91.mp3|NA|(A) Today|0|radio|0|
||||||(B) Tomorrow|0|radio|0|
||||||(C) Next Tuesday|0|radio|0|
||||||(D) Next year|1|radio|6|
91|Part 4|Listen to the following annoucement and choose the correct answer.|What activity has already started?|37_TOEIC_02_Questions_89-91.mp3|NA|(A) The search for experienced consultants|0|radio|0|
||||||(B) The merging of two companies|0|radio|0|
||||||(C) The search for a new company head|1|radio|6|
||||||(D) The remodeling of the Stover Company building|0|radio|0|
92|Part 4|Listen to the following annoucement and choose the correct answer.|What is the purpose of this message?|38_TOEIC_02_Questions_92-94.mp3|NA|(A) The man wants to arrange a coaching session.|0|radio|0|
||||||(B) The man needs his phone checked.|0|radio|0|
||||||(C) The father wants to schedule a tutoring session for this son.|1|radio|6|
||||||(D) The co-workers are checking their availability.|0|radio|0|
93|Part 4|Listen to the following annoucement and choose the correct answer.|What does the man want Audrey Brown to do?|38_TOEIC_02_Questions_92-94.mp3|NA|(A) To meet him with him in the evenings.|0|radio|0|
||||||(B) To call him back as soon as possible.|1|radio|6|
||||||(C) To give his contact details to Dr. Rougan.|0|radio|0|
||||||(D) To recommend a tutor.|0|radio|0|
94|Part 4|Listen to the following annoucement and choose the correct answer.|Why does Sam Fisk want the tutor get started as soon as possible? |38_TOEIC_02_Questions_92-94.mp3|NA|(A) His son’s school grades are bad.|1|radio|6|
||||||(B) He needs to earn money quickly.|0|radio|0|
||||||(C) He is required to find a job by next week. |0|radio|0|
||||||(D) He is running out of patience.|0|radio|0|
95|Part 4|Listen to the following annoucement and choose the correct answer.|What example of multi-tasking does the speaker give?|39_TOEIC_02_Questions_95-97.mp3|NA|(A) Eating breakfast while driving to work|0|radio|0|
||||||(B) Commuting while getting exercise|1|radio|6|
||||||(C) Thinking while cycling|0|radio|0|
||||||(D) Drinking coffee while working|0|radio|0|
96|Part 4|Listen to the following annoucement and choose the correct answer.|What is the purpose of the event that the speaker announces?|39_TOEIC_02_Questions_95-97.mp3|NA|(A) To encourage employees to cycle to work|1|radio|6|
||||||(B) To teach employees time-management techniques|0|radio|0|
||||||(C) To help employees cope with stress|0|radio|0|
||||||(D) To invite employees to join an aerobics class|0|radio|0|
97|Part 4|Listen to the following annoucement and choose the correct answer.|Which employees will get a free breakfast on July 16?|39_TOEIC_02_Questions_95-97.mp3|NA|(A) Those who get to work before 8:00 a.m.|0|radio|0|
||||||(B) Those who have paid for parking|0|radio|0|
||||||(C) Those who work in the Collins Building|0|radio|0|
||||||(D) Those who ride a bicycle to work|1|radio|6|
98|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the intended audience for this talk?|40_TOEIC_02_Questions_98-100.mp3|NA|(A) Athletes|0|radio|0|
||||||(B) Film stars|0|radio|0|
||||||(C) Journalists|1|radio|6|
||||||(D) Politicians|0|radio|0|
99|Part 4|Listen to the following annoucement and choose the correct answer.|What are the audience members asked to do?|40_TOEIC_02_Questions_98-100.mp3|NA|(A) Speak quietly in the interview area|0|radio|0|
||||||(B) Dress nicely for interviews|0|radio|0|
||||||(C) Use microphones when asking questions|1|radio|6|
||||||(D) Leave telephones outside the media center|0|radio|0|
100|Part 4|Listen to the following annoucement and choose the correct answer.|What will happen next?|40_TOEIC_02_Questions_98-100.mp3|NA|(A) The audience will watch a film clip.|0|radio|0|
||||||(B) A tennis player will answer questions.|1|radio|6|
||||||(C) The audience will leave the meeting.|0|radio|0|
||||||(D) A player will sign autographs.|0|radio|0|
101|Part 5|Complete the sentence with the correct answer.|Please contact Maria Alvarez for _________________ in cashing traveler’s checks.||NA|(A) questions|0|radio|0|
||||||(B) persistence|0|radio|0|
||||||(C) assistance|1|radio|4|
||||||(D) trouble|0|radio|0|
102|Part 5|Complete the sentence with the correct answer.|Secretarial interviews will be ___________ at 8:30 a.m. on Oct. 3rd.||NA|(A) stationed|0|radio|0|
||||||(B) given|1|radio|4|
||||||(C) played|0|radio|0|
||||||(D) taken|0|radio|0|
103|Part 5|Complete the sentence with the correct answer.|After ITC LTD bought Banana Computers, its brand ____________ increased threefold.||NA|(A) recognition|1|radio|4|
||||||(B) recognized|0|radio|0|
||||||(C) recognize|0|radio|0|
||||||(D) recognizable|0|radio|0|
104|Part 5|Complete the sentence with the correct answer.|Next June, Avery Animation will unveil a __________ new video game based on the movie “Warlords.”||NA|(A) fascinate|0|radio|0|
||||||(B) fascinating|1|radio|4|
||||||(C) fascinated|0|radio|0|
||||||(D) fascinates|0|radio|0|
105|Part 5|Complete the sentence with the correct answer.|We promise to send _________ proposed contract to them by Wednesday morning.||NA|(A) they’re|0|radio|0|
||||||(B) their|1|radio|4|
||||||(C) them |0|radio|0|
||||||(D) themselves|0|radio|0|
106|Part 5|Complete the sentence with the correct answer.|Satisfaction is __________ or your money back when you order color prints from Technichrome Inc.||NA|(A) happened|0|radio|0|
||||||(B) guaranteed|1|radio|4|
||||||(C) predicted|0|radio|0|
||||||(D) requested|0|radio|0|
107|Part 5|Complete the sentence with the correct answer.|Since being promoted last summer, Brenda in marketing has been __________ boasting about her new boat.||NA|(A) finally|0|radio|0|
||||||(B) consecutively|0|radio|0|
||||||(C) normally|0|radio|0|
||||||(D) constantly|1|radio|4|
108|Part 5|Complete the sentence with the correct answer.|An appetizer at Royal Steakhouse costs as much ______ a full meal at McDougal’s.||NA|(A) as|1|radio|4|
||||||(B) than|0|radio|0|
||||||(C) for|0|radio|0|
||||||(D) then|0|radio|0|
109|Part 5|Complete the sentence with the correct answer.|Because Chicago is in the Midwestern United States, it can experience a wide ______ of weather in any 24-hour period.||NA|(A) type|0|radio|0|
||||||(B) varieties|0|radio|0|
||||||(C) distinctness|0|radio|0|
||||||(D) range|1|radio|4|
110|Part 5|Complete the sentence with the correct answer.|The Uncommon Townhouses are ______ located to provide for all your living needs.||NA|(A) center|0|radio|0|
||||||(B) central|0|radio|0|
||||||(C) centrally|1|radio|4|
||||||(D) centered|0|radio|0|
111|Part 5|Complete the sentence with the correct answer.|_____ English had been his first language, Mr. Li might not have misunderstood the sales representative from the Australian corporation.||NA|(A) Unless|0|radio|0|
||||||(B) If|1|radio|4|
||||||(C) As|0|radio|0|
