ID Question|Part|Instructions|Question|Content|Question time|Answer|Is correct|Answer type|Answer gain|
||||||C|0|radio|0|
24|Part 2|Listen to the question and choose the correct answer.|15_TOEIC_04_Questions_23-25.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
25|Part 2|Listen to the question and choose the correct answer.|15_TOEIC_04_Questions_23-25.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
26|Part 2|Listen to the question and choose the correct answer.|16_TOEIC_04_Questions_26-28.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
27|Part 2|Listen to the question and choose the correct answer.|16_TOEIC_04_Questions_26-28.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
28|Part 2|Listen to the question and choose the correct answer.|16_TOEIC_04_Questions_26-28.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
29|Part 2|Listen to the question and choose the correct answer.|17_TOEIC_04_Questions_29-31.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
30|Part 2|Listen to the question and choose the correct answer.|17_TOEIC_04_Questions_29-31.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
31|Part 2|Listen to the question and choose the correct answer.|17_TOEIC_04_Questions_29-31.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
32|Part 2|Listen to the question and choose the correct answer.|18_TOEIC_04_Questions_32-34.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
33|Part 2|Listen to the question and choose the correct answer.|18_TOEIC_04_Questions_32-34.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
34|Part 2|Listen to the question and choose the correct answer.|18_TOEIC_04_Questions_32-34.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
35|Part 2|Listen to the question and choose the correct answer.|19_TOEIC_04_Questions_35-37.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
36|Part 2|Listen to the question and choose the correct answer.|19_TOEIC_04_Questions_35-37.mp3||NA|A|0|radio|0|
||||||B|0|radio|0|
||||||C|1|radio|6|
37|Part 2|Listen to the question and choose the correct answer.|19_TOEIC_04_Questions_35-37.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
38|Part 2|Listen to the question and choose the correct answer.|20_TOEIC_04_Questions_38-40.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
39|Part 2|Listen to the question and choose the correct answer.|20_TOEIC_04_Questions_38-40.mp3||NA|A|1|radio|6|
||||||B|0|radio|0|
||||||C|0|radio|0|
40|Part 2|Listen to the question and choose the correct answer.|20_TOEIC_04_Questions_38-40.mp3||NA|A|0|radio|0|
||||||B|1|radio|6|
||||||C|0|radio|0|
41|Part 3|Listen to the following conversation.|Where is the man going?|21_TOEIC_04_Questions_41-43.mp3|NA|(A) To get lunch|1|radio|6|
||||||(B) To the store|0|radio|0|
||||||(C) To a meeting|0|radio|0|
||||||(D) To grab a report|0|radio|0|
42|Part 3|Listen to the following conversation.|Why doesn’t the woman go with the man?|21_TOEIC_04_Questions_41-43.mp3|NA|(A) She has a meeting.|0|radio|0|
||||||(B) She has to finish a report.|1|radio|6|
||||||(C) She wants a quick bite.|0|radio|0|
||||||(D) She wants a sandwich.|0|radio|0|
43|Part 3|Listen to the following conversation.|How long will the man take?|21_TOEIC_04_Questions_41-43.mp3|NA|(A) About a day|0|radio|0|
||||||(B) About 2 hours|0|radio|0|
||||||(C) About 12 ft.|0|radio|0|
||||||(D) About 45 minutes|1|radio|6|
44|Part 3|Listen to the following conversation.|What is “Fast Help”?|22_TOEIC_04_Questions_44-46.mp3|NA|(A) It covers workers.|0|radio|0|
||||||(B) It is a temp agency.|1|radio|6|
||||||(C) It is an assistant.|0|radio|0|
||||||(D) It is an office.|0|radio|0|
45|Part 3|Listen to the following conversation.|Why does the temp need to be very patient?|22_TOEIC_04_Questions_44-46.mp3|NA|(A) The hours are long.|0|radio|0|
||||||(B) Jack is crazy.|0|radio|0|
||||||(C) Jack is very particular.|1|radio|6|
||||||(D) The work is hard.|0|radio|0|
46|Part 3|Listen to the following conversation.|Who is Sue?|22_TOEIC_04_Questions_44-46.mp3|NA|(A) She is sick.|0|radio|0|
||||||(B) She is on staff.|0|radio|0|
||||||(C) Mary’s friend.|0|radio|0|
||||||(D) Jack’s assistant.|1|radio|6|
47|Part 3|Listen to the following conversation.|Why is the woman unsure about attending the retreat?|23_TOEIC_04_Questions_47-49.mp3|NA|(A) She has plans to see fireworks.|0|radio|0|
||||||(B) The retreat has been moved.|0|radio|0|
||||||(C) She has a family event at the same time.|1|radio|6|
||||||(D) The president is stopping by.|0|radio|0|
48|Part 3|Listen to the following conversation.|Why was the company retreat moved?|23_TOEIC_04_Questions_47-49.mp3|NA|(A) So the boss can choose project leads.|0|radio|0|
||||||(B) So the president could attend.|1|radio|6|
||||||(C) Because of the family reunion.|0|radio|0|
||||||(D) So the relatives could come.|0|radio|0|
49|Part 3|Listen to the following conversation.|How long has it been since the woman has seen some of her relatives?|23_TOEIC_04_Questions_47-49.mp3|NA|(A) Almost 10 years|1|radio|6|
||||||(B) The weekend|0|radio|0|
||||||(C) Since yesterday|0|radio|0|
||||||(D) Since the last project|0|radio|0|
50|Part 3|Listen to the following conversation.|Where is this conversation taking place?|24_TOEIC_04_Questions_50-52.mp3|NA|(A) In the office|0|radio|0|
||||||(B) At the store|0|radio|0|
||||||(C) Over the phone|1|radio|6|
||||||(D) At the doctor’s|0|radio|0|
51|Part 3|Listen to the following conversation.|What is wrong with Mr. Smith’s computer?|24_TOEIC_04_Questions_50-52.mp3|NA|(A) It keeps crashing.|1|radio|6|
||||||(B) It reboots by itself.|0|radio|0|
||||||(C) It has a virus.|0|radio|0|
||||||(D) It keeps freezing.|0|radio|0|
52|Part 3|Listen to the following conversation.|Why can’t a technician come today?|24_TOEIC_04_Questions_50-52.mp3|NA|(A) They are at the doctor’s.|0|radio|0|
||||||(B) They are busy.|1|radio|6|
||||||(C) It’s the only time they have.|0|radio|0|
||||||(D) The appointment is for tomorrow.|0|radio|0|
53|Part 3|Listen to the following conversation.|Why is the Marriott expensive?|25_TOEIC_04_Questions_53-55.mp3|NA|(A) They have event planners.|1|radio|6|
||||||(B)  It is nice.|0|radio|0|
||||||(C)  The location is central.|0|radio|0|
||||||D)  It’s slightly over the budget.|0|radio|0|
54|Part 3|Listen to the following conversation.|What happened last year?|25_TOEIC_04_Questions_53-55.mp3|NA|(A) They went over budget.|0|radio|0|
||||||(B) The award presentation was at the office.|1|radio|6|
||||||(C) They didn’t decide on a venue.|0|radio|0|
||||||(D) There was an event planner.|0|radio|0|
55|Part 3|Listen to the following conversation.|Where is the award presentation going to take place?|25_TOEIC_04_Questions_53-55.mp3|NA|(A) At the Marriott Hotel|0|radio|0|
||||||(B) At a central location|0|radio|0|
||||||(C) At Kincaid’s Restaurant|1|radio|6|
||||||(D) At a casual place|0|radio|0|
56|Part 3|Listen to the following conversation.|Who is the man speaking to?|26_TOEIC_04_Questions_56-58.mp3|NA|(A)  A friend|0|radio|0|
||||||(B)  A doctor|1|radio|6|
||||||(C)  A coworker|0|radio|0|
||||||(D)  A pharmacist|0|radio|0|
57|Part 3|Listen to the following conversation.|Does the man have a history of asthma in his family?|26_TOEIC_04_Questions_56-58.mp3|NA|(A) Yes, he has slight allergies.|0|radio|0|
||||||(B) Yes, he has asthma.|0|radio|0|
||||||(C) No, he is not aware of any.|1|radio|6|
||||||(D) No, only when exercising.|0|radio|0|
58|Part 3|Listen to the following conversation.|What should the man do until he sees the doctor again?|26_TOEIC_04_Questions_56-58.mp3|NA| (A) Take it easy|1|radio|6|
||||||(B) Exercise hard|0|radio|0|
||||||(C) Stop all activity|0|radio|0|
||||||(D) Nothing|0|radio|0|
59|Part 3|Listen to the following conversation.|Where is the man going to?|27_TOEIC_04_Questions_59-61.mp3|NA|(A)  An Electronic Conference|1|radio|6|
||||||(B)  The W Hotel|0|radio|0|
||||||(C)  Hertz.|0|radio|0|
||||||(D)  San Jose|0|radio|0|
60|Part 3|Listen to the following conversation.|Why couldn’t the man stay at the W hotel?|27_TOEIC_04_Questions_59-61.mp3|NA|(A) His plane leaves at 8:00 PM.|0|radio|0|
||||||(B) The Hilton is nice.|0|radio|0|
||||||(C) The hotel was full.|1|radio|6|
||||||(D) It is his favorite.|0|radio|0|
61|Part 3|Listen to the following conversation.|What does the man want in the rental car?|27_TOEIC_04_Questions_59-61.mp3|NA|(A) Directions to the conference center|0|radio|0|
||||||(B) A map of the area|0|radio|0|
||||||(C) His wife|0|radio|0|
||||||(D) Never lost navigation system|1|radio|6|
62|Part 3|Listen to the following conversation.|What does the man have to do?|28_TOEIC_04_Questions_62-64.mp3|NA|(A)  Remove a wart|1|radio|6|
||||||(B)  Schedule surgery|0|radio|0|
||||||(C)  Check with human resources|0|radio|0|
||||||(D)  Have a procedure|0|radio|0|
63|Part 3|Listen to the following conversation.|How long will the man be out?|28_TOEIC_04_Questions_62-64.mp3|NA|(A) One week|0|radio|0|
||||||(B) One day|1|radio|6|
||||||(C) The next day|0|radio|0|
||||||(D) In and out|0|radio|0|
64|Part 3|Listen to the following conversation.|Where is the man having the procedure done?|28_TOEIC_04_Questions_62-64.mp3|NA|(A) At the human resources department|0|radio|0|
||||||(B) At the hospital|1|radio|6|
||||||(C) Out of the office|0|radio|0|
||||||(D) In the insurance policy|0|radio|0|
65|Part 3|Listen to the following conversation.|What is the woman asking the man to recommend?|29_TOEIC_04_Questions_65-67.mp3|NA|(A)  New Year’s resolution|0|radio|0|
||||||(B)  Good gyms in the area|1|radio|6|
||||||(C)  Swimming pools|0|radio|0|
||||||(D)  A variety of classes|0|radio|0|
66|Part 3|Listen to the following conversation.|Why does the man recommend Hollywood Gym?|29_TOEIC_04_Questions_65-67.mp3|NA|(A) It is in the area.|0|radio|0|
||||||(B) It has a variety of classes.|0|radio|0|
||||||(C) It is the best.|0|radio|0|
||||||(D) It has an Olympic size swimming pool.|1|radio|6|
67|Part 3|Listen to the following conversation.|What will the woman do next?|29_TOEIC_04_Questions_65-67.mp3|NA|(A) Check out Hollywood Gym|1|radio|6|
||||||(B) Take a variety of classes.|0|radio|0|
||||||(C) Go swimming.|0|radio|0|
||||||(D) Start working out.|0|radio|0|
68|Part 3|Listen to the following conversation.|Who is Jason Lee?|30_TOEIC_04_Questions_68-70.mp3|NA|(A)  The best movie|0|radio|0|
||||||(B)  An actor|1|radio|6|
||||||(C)  Pretty to look at|0|radio|0|
||||||(D)  An action movie|0|radio|0|
69|Part 3|Listen to the following conversation.|What does the woman think about Jason Lee?|30_TOEIC_04_Questions_68-70.mp3|NA|(A) He is a bad actor.|1|radio|6|
||||||(B) He is pretty.|0|radio|0|
||||||(C) He is a star.|0|radio|0|
||||||(D) He is predictable.|0|radio|0|
70|Part 3|Listen to the following conversation.|Why didn’t the woman like the movie?|30_TOEIC_04_Questions_68-70.mp3|NA|(A) It had a lot of action.|0|radio|0|
||||||(B) Young women liked the movie.|0|radio|0|
||||||(C) It starred Jason Lee.|0|radio|0|
||||||(D) The acting was bad.|1|radio|6|
71|Part 4|Listen to the following annoucement and choose the correct answer.|Who is Samantha?|31_TOEIC_04_Questions_71-73.mp3|NA|(A) Smoking tour guide|0|radio|0|
||||||(B) African Safari Tour guide.|1|radio|6|
||||||(C) Tram driver|0|radio|0|
||||||(D) Safety tour guide|0|radio|0|
72|Part 4|Listen to the following annoucement and choose the correct answer.|Who should sit on the inside of the tram?|31_TOEIC_04_Questions_71-73.mp3|NA|(A) All children|0|radio|0|
||||||(B) People requiring assistance|0|radio|0|
||||||(C) People that need to pull the cord|0|radio|0|
||||||(D) Children 5 years and under|1|radio|6|
73|Part 4|Listen to the following annoucement and choose the correct answer.|What should you keep inside the tram at all times?|31_TOEIC_04_Questions_71-73.mp3|NA|(A) Children|0|radio|0|
||||||(B) Smoking materials|0|radio|0|
||||||(C) Arms and legs|1|radio|6|
||||||(D) The cord|0|radio|0|
74|Part 4|Listen to the following annoucement and choose the correct answer.|Who is Chan Lee?|32_TOEIC_04_Questions_74-76.mp3|NA|(A) A badminton player|0|radio|0|
||||||(B) A table Tennis player|0|radio|0|
||||||(C) A tennis player|1|radio|6|
||||||(D) A diver|0|radio|0|
75|Part 4|Listen to the following annoucement and choose the correct answer.|What is Chan Lee’s ranking?|32_TOEIC_04_Questions_74-76.mp3|NA|(A) Unranked|1|radio|6|
||||||(B) Number 5|0|radio|0|
||||||(C) Number 7|0|radio|0|
||||||(D) Number 10|0|radio|0|
76|Part 4|Listen to the following annoucement and choose the correct answer.|Why is the match historic?|32_TOEIC_04_Questions_74-76.mp3|NA|(A) It’s the first time Roger Wake made it to the finals.|0|radio|0|
||||||(B) It’s the first time a Chinese woman made it to the finals.|0|radio|0|
||||||(C) It’s the first time an unranked player made it to the finals.|0|radio|0|
||||||(D) It’s the first time a person from China has reached the finals in a major event.|1|radio|6|
77|Part 4|Listen to the following annoucement and choose the correct answer.|What does the new technology do?|33_TOEIC_04_Questions_77-79.mp3|NA|(A) Leave a greasy film behind|0|radio|0|
||||||(B) Cures dry flaky skin|0|radio|0|
||||||(C) Allows lotion to be quickly absorbed into the skin|1|radio|6|
||||||(D) Gives a special price|0|radio|0|
78|Part 4|Listen to the following annoucement and choose the correct answer.|How much is No More Flakes?|33_TOEIC_04_Questions_77-79.mp3|NA|(A) 16 ounces|0|radio|0|
||||||(B) $9.99 plus tax and shipping|1|radio|6|
||||||(C) 30 days.|0|radio|0|
||||||(D) $19.98 plus tax and shipping|0|radio|0|
79|Part 4|Listen to the following annoucement and choose the correct answer.|When will you see results?|33_TOEIC_04_Questions_77-79.mp3|NA|(A) Within days|1|radio|6|
||||||(B) In 30 days|0|radio|0|
||||||(C) 16 days|0|radio|0|
||||||(D) Two weeks|0|radio|0|
80|Part 4|Listen to the following annoucement and choose the correct answer.|Where are the passengers?|34_TOEIC_04_Questions_80-82.mp3|NA|(A) In New York|0|radio|0|
||||||(B) At an airport|1|radio|6|
||||||(C) Inside a plane|0|radio|0|
||||||(D) At the Marriott|0|radio|0|
81|Part 4|Listen to the following annoucement and choose the correct answer.|How many people can get on the Northwest flight?|34_TOEIC_04_Questions_80-82.mp3|NA|(A) 20|1|radio|6|
||||||(B) 45|0|radio|0|
||||||(C) 200|0|radio|0|
||||||(D) 40|0|radio|0|
82|Part 4|Listen to the following annoucement and choose the correct answer.|Who is making the announcement?|34_TOEIC_04_Questions_80-82.mp3|NA|(A) The mechanic|0|radio|0|
||||||(B) A Northwest employee|0|radio|0|
||||||(C) Agent Jones|0|radio|0|
||||||(D) A Pan Air employee|1|radio|6|
83|Part 4|Listen to the following annoucement and choose the correct answer.|Who is the talk for?|35_TOEIC_04_Questions_83-85.mp3|NA|(A) Peter|0|radio|0|
||||||(B) New employees|1|radio|6|
||||||(C) People with questions|0|radio|0|
||||||(D) Company employees|0|radio|0|
84|Part 4|Listen to the following annoucement and choose the correct answer.|What should you do if you have questions?|35_TOEIC_04_Questions_83-85.mp3|NA|(A) Read the handbook|0|radio|0|
||||||(B) Ask Peter|0|radio|0|
||||||(C) Go to the meeting|0|radio|0|
||||||(D) Raise your hand|1|radio|6|
85|Part 4|Listen to the following annoucement and choose the correct answer.|Where is the speaker’s office?|35_TOEIC_04_Questions_83-85.mp3|NA|(A) In the conference room|0|radio|0|
||||||(B) On the third floor|1|radio|6|
||||||(C) Next to the hall|0|radio|0|
||||||(D) End of the room|0|radio|0|
86|Part 4|Listen to the following annoucement and choose the correct answer.|Where were the two women found?|36_TOEIC_04_Questions_86-88.mp3|NA|(A) Rainbow National Park|0|radio|0|
||||||(B) In a helicopter|0|radio|0|
||||||(C) Near a waterfall|1|radio|6|
||||||(D) Bear Trail|0|radio|0|
87|Part 4|Listen to the following annoucement and choose the correct answer.|Why did the two women get lost?|36_TOEIC_04_Questions_86-88.mp3|NA|(A) They veered off course|1|radio|6|
||||||(B) They saw a waterfall|0|radio|0|
||||||(C) They saw a bear|0|radio|0|
||||||(D) They spotted a helicopter|0|radio|0|
88|Part 4|Listen to the following annoucement and choose the correct answer.|When were the two women reported missing?|36_TOEIC_04_Questions_86-88.mp3|NA|(A) Two days ago|0|radio|0|
||||||(B) Wednesday|1|radio|6|
||||||(C) Friday|0|radio|0|
||||||(D) Earlier in the day|0|radio|0|
89|Part 4|Listen to the following annoucement and choose the correct answer.|Where are you most likely to hear this talk?|37_TOEIC_04_Questions_89-91.mp3|NA|(A) On television|0|radio|0|
||||||(B) Over the telephone|1|radio|6|
||||||(C) At the bus station|0|radio|0|
||||||(D) At a hospital|0|radio|0|
90|Part 4|Listen to the following annoucement and choose the correct answer.|What do you do about a claim?|37_TOEIC_04_Questions_89-91.mp3|NA|(A) Press or say 1|1|radio|6|
||||||(B) Press or say 2|0|radio|0|
||||||(C) Press or say 3|0|radio|0|
||||||(D) Call 1-800-555-3483|0|radio|0|
91|Part 4|Listen to the following annoucement and choose the correct answer.|What is the quickest way to speak to a representative?|37_TOEIC_04_Questions_89-91.mp3|NA|(A) Hang up and try again|0|radio|0|
||||||(B) Wait patiently|1|radio|6|
||||||(C) Call a different number|0|radio|0|
||||||(D) Keep pressing 0|0|radio|0|
92|Part 4|Listen to the following annoucement and choose the correct answer.|How often is the brunch?|38_TOEIC_04_Questions_92-94.mp3|NA|(A) Once a year|1|radio|6|
||||||(B) Monthly|0|radio|0|
||||||(C) Quarterly|0|radio|0|
||||||(D) Four times a year|0|radio|0|
93|Part 4|Listen to the following annoucement and choose the correct answer.|What is NOT true of the event?|38_TOEIC_04_Questions_92-94.mp3|NA|(A) There are 150 attendees.|0|radio|0|
||||||(B) Everyone is a mystery writer.|0|radio|0|
||||||(C) It is a dinner.|1|radio|6|
||||||(D) Mark Clark is the guest speaker.|0|radio|0|
94|Part 4|Listen to the following annoucement and choose the correct answer.|Where should table 5 go to get food?|38_TOEIC_04_Questions_92-94.mp3|NA|(A) The back table|0|radio|0|
||||||(B) The table to the left of the speaker|0|radio|0|
||||||(C) The table to the right of the speaker|1|radio|6|
||||||(D) The buffet table|0|radio|0|
95|Part 4|Listen to the following annoucement and choose the correct answer.|What is NOT true of Billy Thompson?|39_TOEIC_04_Questions_95-97.mp3|NA|(A) He was the 35th President of the U.S.|0|radio|0|
||||||(B)  He was a resident of Mexico.|1|radio|6|
||||||(C) He had four children.|0|radio|0|
||||||(D) He served two terms as president.|0|radio|0|
96|Part 4|Listen to the following annoucement and choose the correct answer.|What was the cause of death?|39_TOEIC_04_Questions_95-97.mp3|NA|(A) Old age|0|radio|0|
||||||(B) Heart attack|0|radio|0|
||||||(C) Unknown|1|radio|6|
||||||(D) Died peacefully|0|radio|0|
97|Part 4|Listen to the following annoucement and choose the correct answer.|Where is the funeral?|39_TOEIC_04_Questions_95-97.mp3|NA|(A) Maryland|0|radio|0|
||||||(B) Nantucket|0|radio|0|
||||||(C) Maine|0|radio|0|
||||||(D) National Cemetery|1|radio|6|
98|Part 4|Listen to the following annoucement and choose the correct answer.|What is the purpose of this announcement?|40_TOEIC_04_Questions_98-100.mp3|NA|(A) Let people know about an accident|0|radio|0|
||||||(B) Talk about an accident|0|radio|0|
||||||(C) Give people a traffic update|1|radio|6|
||||||(D) Tell what the police are doing|0|radio|0|
99|Part 4|Listen to the following annoucement and choose the correct answer.|Where was the mini van?|40_TOEIC_04_Questions_98-100.mp3|NA|(A) In the left lane.|0|radio|0|
||||||(B) In the right lane.|0|radio|0|
||||||(C) In the middle lane|1|radio|6|
||||||(D) Driving|0|radio|0|
100|Part 4|Listen to the following annoucement and choose the correct answer.|If you are on northbound 75, what should you do?|40_TOEIC_04_Questions_98-100.mp3|NA|(A) Wait in traffic|0|radio|0|
||||||(B) Get off and find another route|1|radio|6|
||||||(C) Call the police|0|radio|0|
||||||(D) Go have dinner|0|radio|0|
101|Part 5|Complete the sentence with the correct answer.|The two partners came to an ________________ and decided to share the profits.||NA|(A)  agreed|0|radio|0|
||||||(B) agreeable|0|radio|0|
||||||(C) agreement|1|radio|4|
||||||(D) agree|0|radio|0|
102|Part 5|Complete the sentence with the correct answer.|Since 1998, Mr. Smith has abided ____ a commitment to raise employee salaries each year by 10%.||NA|(A) to|0|radio|0|
||||||(B) for|0|radio|0|
||||||(C) since|0|radio|0|
||||||(D) by|1|radio|4|
103|Part 5|Complete the sentence with the correct answer.|The little girl that raised money for cancer research was an ______________to the business owners.||NA|(A) inspiration|1|radio|4|
||||||(B) awesome|0|radio|0|
||||||(C) employee|0|radio|0|
||||||(D) obstacle|0|radio|0|
104|Part 5|Complete the sentence with the correct answer.|The owner of the store _____________ to clean out his files by the end of the month.||NA|(A)  resolve|0|radio|0|
||||||(B) resolved|1|radio|4|
||||||(C) solve|0|radio|0|
||||||(D) solved|0|radio|0|
105|Part 5|Complete the sentence with the correct answer.|After much confusion, the Internet service ________________ decided to renew our contract.||NA|(A) provider|1|radio|4|
||||||(B)  provision|0|radio|0|
||||||(C) provide|0|radio|0|
||||||(D) provided|0|radio|0|
106|Part 5|Complete the sentence with the correct answer.|The owners of the factory have an ___________________ to provide a safe work environment.||NA|(A) obligate|0|radio|0|
||||||(B) obligation |1|radio|4|
||||||(C) obligatory|0|radio|0|
||||||(D) obligated|0|radio|0|
107|Part 5|Complete the sentence with the correct answer.|After reading the contract, I was able to _______________who will be responsible for the shipping charges||NA|(A) solve|0|radio|0|
||||||(B) remember|0|radio|0|
||||||(C) reminded|0|radio|0|
||||||(D) determine|1|radio|4|
108|Part 5|Complete the sentence with the correct answer.|My boss ___________ me that I would receive a promotion within 3 months.||NA|(A) assured|1|radio|4|
||||||(B) reported|0|radio|0|
||||||(C) said|0|radio|0|
||||||(D) scolded|0|radio|0|
109|Part 5|Complete the sentence with the correct answer.|The __________________of her flight caused her to miss a very important meeting.||NA|(A) promise|0|radio|0|
||||||(B) cancelled|0|radio|0|
||||||(C) cancellation|1|radio|4|
||||||(D) delayed|0|radio|0|
110|Part 5|Complete the sentence with the correct answer.|The judge ordered both ____________ to settle the matter quickly.||NA|(A) parties|1|radio|4|
||||||(B) members|0|radio|0|
||||||(C) party|0|radio|0|
||||||(D) people|0|radio|0|
111|Part 5|Complete the sentence with the correct answer.|Before _____________ in a new business deal, it is important to read the contract thoroughly.||NA|(A) engaged|0|radio|0|
||||||(B) engaging|1|radio|4|
||||||(C) engagement|0|radio|0|
||||||(D) engage|0|radio|0|
112|Part 5|Complete the sentence with the correct answer.|They increased their advertisement on TV in order to ______________ more customers.||NA|(A) promote|0|radio|0|
||||||(B) please|0|radio|0|
||||||(C) satisfy|0|radio|0|
||||||(D) attract|1|radio|4|
113|Part 5|Complete the sentence with the correct answer.|After___________ the two CD players, she made her decision easily.||NA|(A) looking|0|radio|0|
||||||(B) side-by-side|0|radio|0|
||||||(C) advertising|0|radio|0|
||||||(D) comparing|1|radio|4|
114|Part 5|Complete the sentence with the correct answer.|Mark’s ______________ personality allowed him to climb the corporate ladder very quickly.||NA|(A) competition|0|radio|0|
||||||(B) competitive|1|radio|4|
||||||(C) compete|0|radio|0|
||||||(D) competed|0|radio|0|
115|Part 5|Complete the sentence with the correct answer.|The copy machine downstairs _____________ more ink than the one upstairs.||NA|(A) consumes|1|radio|4|
