ID Question|Part|Instructions|Question|Content|Question time|Answer|Is correct|Answer type|Answer gain|
89|Part 4|Listen to the following annoucement and choose the correct answer.|What is being advertised?|37_TOEIC_03_Questions_89-91.mp3|NA|(A) A sale|0|radio|0|
||||||(B) A store|1|radio|6|
||||||(C) Holiday specials|0|radio|0|
||||||(D) New hours|0|radio|0|
90|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about SuperCenter?|37_TOEIC_03_Questions_89-91.mp3|NA|(A) It has the lowest prices in town.|0|radio|0|
||||||(B) It has eight different locations.|0|radio|0|
||||||(C) It is having a special holiday sale.|0|radio|0|
||||||(D) It is convenient and efficient.|1|radio|6|
91|Part 4|Listen to the following annoucement and choose the correct answer.|SuperCenter is mentioned as having all of the following EXCEPT|37_TOEIC_03_Questions_89-91.mp3|NA|(A) Electronics|0|radio|0|
||||||(B) Sporting goods|0|radio|0|
||||||(C) Video games|1|radio|6|
||||||(D) Jewelry|0|radio|0|
92|Part 4|Listen to the following annoucement and choose the correct answer.|What is the purpose of the talk?|38_TOEIC_03_Questions_92-94.mp3|NA|(A) To review for a test|0|radio|0|
||||||(B) To trick the listeners|0|radio|0|
||||||(C) To teach a new skill|1|radio|6|
||||||(D) To introduce new rules|0|radio|0|
93|Part 4|Listen to the following annoucement and choose the correct answer.|What should listeners do first when multiplying a two-digit number by 11?|38_TOEIC_03_Questions_92-94.mp3|NA|(A) Add the digits of the number|1|radio|6|
||||||(B) Round the 11 to a 10|0|radio|0|
||||||(C) Insert a sum between the digits|0|radio|0|
||||||(D) Estimate the answer|0|radio|0|
94|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker suggest about the second quick trick?|38_TOEIC_03_Questions_92-94.mp3|NA|(A) It doesn't always work.|0|radio|0|
||||||(B) It is fun to use at a party.|1|radio|6|
||||||(C) It is easy to remember.|0|radio|0|
||||||(D) It was invented by Albert Einstein.|0|radio|0|
95|Part 4|Listen to the following annoucement and choose the correct answer.|What is the main purpose of the message?|39_TOEIC_03_Questions_95-97.mp3|NA|(A) To route telephone calls|1|radio|6|
||||||(B) To promote BigCom Cable|0|radio|0|
||||||(C) To announce operating hours|0|radio|0|
||||||(D) To train BigCom operators|0|radio|0|
96|Part 4|Listen to the following annoucement and choose the correct answer.|What is the listener calling to inquire about?|39_TOEIC_03_Questions_95-97.mp3|NA|(A) Telephone service|0|radio|0|
||||||(B) Internet service|0|radio|0|
||||||(C) Cell phone bill|0|radio|0|
||||||(D) Cable TV service|1|radio|6|
97|Part 4|Listen to the following annoucement and choose the correct answer.|What does the speaker say about this phone call?|39_TOEIC_03_Questions_95-97.mp3|NA|(A) The government is recording it.|0|radio|0|
||||||(B) A supervisor might be listening to it.|1|radio|6|
||||||(C) It will take 20 minutes to complete it.|0|radio|0|
||||||(D) It will not go through after 5 p.m.|0|radio|0|
98|Part 4|Listen to the following annoucement and choose the correct answer.|What can be inferred about Ernest Crowley?|40_TOEIC_03_Questions_98-100.mp3|NA|(A) He was afraid of flying.|0|radio|0|
||||||(B) He did not like children.|0|radio|0|
||||||(C) He was a local resident.|1|radio|6|
||||||(D) He was internationally renowned.|0|radio|0|
99|Part 4|Listen to the following annoucement and choose the correct answer.|What happened in 1959?|40_TOEIC_03_Questions_98-100.mp3|NA|(A) Ernest Crowley's first jump|0|radio|0|
||||||(B) A smoke-jumping tragedy|1|radio|6|
||||||(C) Establishment of a program|0|radio|0|
||||||(D) Promotion to superintendent|0|radio|0|
100|Part 4|Listen to the following annoucement and choose the correct answer.|What will happen on Saturday?|40_TOEIC_03_Questions_98-100.mp3|NA|(A) An announcement|0|radio|0|
||||||(B) A party|0|radio|0|
||||||(C) A mass|0|radio|0|
||||||(D) A funeral|1|radio|6|
101|Part 5|Complete the sentence with the correct answer.|The new prices are _____  on March 1st.||NA|(A) effect|0|radio|0|
||||||(B) effective|1|radio|4|
||||||(C) effecting|0|radio|0|
||||||(D) effected|0|radio|0|
102|Part 5|Complete the sentence with the correct answer.|Martin and Scott will give _____ presentation tomorrow.||NA|(A) his|0|radio|0|
||||||(B) its|0|radio|0|
||||||(C) their|1|radio|4|
||||||(D) theirselves|0|radio|0|
103|Part 5|Complete the sentence with the correct answer.|Orders for banquet tickets will be _____ this afternoon.||NA|(A) taken|1|radio|4|
||||||(B) given|0|radio|0|
||||||(C) played|0|radio|0|
||||||(D) stationed|0|radio|0|
104|Part 5|Complete the sentence with the correct answer.|Will the last person leaving the office please remember to _____ the lights?||NA|(A) shut down|0|radio|0|
||||||(B) close|0|radio|0|
||||||(C) turn off|1|radio|4|
||||||(D) cancel|0|radio|0|
105|Part 5|Complete the sentence with the correct answer.|The Butler Building is _____ the corner of Fifth and Vine.||NA|(A) in|0|radio|0|
||||||(B) against|0|radio|0|
||||||(C) between|0|radio|0|
||||||(D) on|1|radio|4|
106|Part 5|Complete the sentence with the correct answer.|All our steaks are seared in the oven, and then seasoned to _____.||NA|(A) prediction|0|radio|0|
||||||(B) perfection|1|radio|4|
||||||(C) perdition|0|radio|0|
||||||(D) permission|0|radio|0|
107|Part 5|Complete the sentence with the correct answer.|Would you mind _____ me the phone, please.||NA|(A) to bring|0|radio|0|
||||||(B) bringing|1|radio|4|
||||||(C) brought|0|radio|0|
||||||(D) brings|0|radio|0|
108|Part 5|Complete the sentence with the correct answer.|The play's long run on Broadway will _____ come to an end tonight.||NA|(A) totally|0|radio|0|
||||||(B) very|0|radio|0|
||||||(C) temporarily|0|radio|0|
||||||(D) finally|1|radio|4|
109|Part 5|Complete the sentence with the correct answer.|The bank is closed now, _____ you will have to wait until tomorrow to make the deposit.||NA|(A) so|1|radio|4|
||||||(B) as|0|radio|0|
||||||(C) because|0|radio|0|
||||||(D) and|0|radio|0|
110|Part 5|Complete the sentence with the correct answer.|Could I see your drivers _____ please?||NA|(A) card|0|radio|0|
||||||(B) permit|0|radio|0|
||||||(C) license|1|radio|4|
||||||(D) identification|0|radio|0|
111|Part 5|Complete the sentence with the correct answer.|We're _____ copy paper. Could you please order some more?||NA|(A) through with|0|radio|0|
||||||(B) down to|0|radio|0|
||||||(C) out of|1|radio|4|
||||||(D) used up|0|radio|0|
112|Part 5|Complete the sentence with the correct answer.|Lowman Bros. Inc. cordially ____ you to its annual fund-raising dinner.||NA|(A) invited|0|radio|0|
||||||(B) invites|1|radio|4|
||||||(C) invite|0|radio|0|
