11|Acceptance||Decline to accept a gift|I loved the beautiful plant you had delivered to my office. Unfortunately, I had to ask the delivery boy to return it, because we are not allowed to accept gifts from clients. Still, I sincerely appreciated the gesture and look forward to our continued association.|You must have read my mind. I have been admiring your beautiful fountain pen since we first met. To make it a gift to me was very thoughtful.<br><br><br><br><br><br>Sadly, I cannot accept your generosity because company policy prohibits employees from receiving gifts. But be assured that I will not forget your kind gesture.|I was very touched by your thoughtful offer to babysit my children during the vacation I had planned. Recently, however, I have had a change of heart and will no longer be taking the vacation. Nonetheless, I deeply appreciate your generosity and I hope to be able to repay it some day.|How kind of you to send me tickets to Saturday's ball game! Regretfully, I must decline the gift. Company policy does not allow management to accept gifts of greater than a $10.00 value. I hope you understand. But thank you for thinking of me.||||||||||||||||||||||||||||
12|Acceptance||Thank someone for accepting your advice or recommendation|Thank you for the letter informing me of your decision to choose (Name of Service/ Product) to fulfill our current need. I am very pleased that my research and advice on the range of (services/products) available provided helpful insight and stimulated a constructive discussion that led to a mutual agreement. I am confident that your choice will lead to the desired results.<br><br><br><br><br><br>If I can be of any assistance in inquiries or discussions about how to meet additional needs or goals, please don't hesitate to ask. It would be my pleasure to further contribute to the continued growth and success of the company in any way I can.|Thanks for taking my advice so seriously. Those who learn from others' experience are usually a step ahead of the rest. Purchasing a home within your means now is a wise move. I'm sure you've done the right thing. You're young and will have time to purchase a larger home later. It's important to build equity now. It looks like you have a great future.|I am pleased that you have taken my advice to begin saving through payroll deduction. If you place at least three percent of your gross salary each month into a tax sheltered annuity, the company will contribute another three percent. If you continue your savings and increase them gradually, you will have a very nice retirement income after 30 years. Saving this way was the best advice I received when I joined Doe Corporation, and I am always eager to pass it on to new employees. Best wishes for a happy, prosperous career.|I was very pleased when I learned you had decided to go ahead with my recommendation to decrease the workweek to four nine-hour days. While it is true that this plan will not succeed in some industries, ours seems to be one where the potential benefits merit this bold experiment. I hope the new workweek is as good to you as it has been to me.|Thank you for implementing my suggestion regarding air quality management in our shop. Ever since the new filtration system was installed I have felt healthier, and our productivity has risen just over 10 percent. It is a pleasure to work in an environment where employee suggestions are taken seriously.|||||||||||||||||||||||||||
13|Acknowledgment||Acknowledge an order or subscription|Thank you for your May 15 telephone order for 475 TV/VCR coaxial cables. Delivery of our catalog items generally takes less than a week. Larger orders such as yours may take two to three weeks. We are pleased to notify you, however, that your large order qualifies you for our new 20% bulk discount, applied to all orders over $200. (As you will see on the accompanying invoice, we have already deducted your discount from the total price of your order.)<br><br><br><br><br><br>Beginning in July and August, Doe's will open thirty-seven new regional outlets or showrooms nationwide. We look forward to becoming your neighbor and invite you to visit the outlet or showroom opening soon in your area.<br><br><br><br><br><br>After nineteen years in the business, our unmatched reputation for service seems to speak for itself. However, while many customers have heard about our excellent warranty, fewer know about our lifetime service contract on large electronic appliances. We invite you to glance at the enclosed flier for more details.<br><br><br><br><br><br>Again, thank you for turning to Doe's for your electronic supplies.|Thank you for ordering the Doe Success Video. We are processing your order and you should receive it soon. We are happy to say that demand for Doe products continues to grow as public awareness spreads. Enclosed is some literature describing new designs that may interest you.|Thank you for you recent order of the Doe 409 Laser Printer. As requested, we will ship it COD no later than Friday, May 5. I am sure you will be pleased that you chose the Doe 409. It is fast and reliable--a true workhorse. You may want to consider the color printer cartridge with your next order. It increases the capabilities of an already versatile machine.|Thank you for your order of 1,000 copies of John Doe's autobiography. Unfortunately, there will be a slight delay due to the recent printers' strike. However, we will ship your order within the next three weeks. We appreciate your business and will continue to offer you the best in sports information. Enclosed is our second quarter catalogue, which describes ten exciting new offerings.||||||||||||||||||||||||||||
14|Acknowledgment||Acknowledge payment of an overdue balance|We acknowledge receiving your check #123 for $100,000 as the final payment on account #1234. Thank you for remitting this overdue balance.<br><br><br><br><br><br>Please take careful note of our continuing policy to charge a 15% penalty on overdue accounts. If you have any questions regarding your account, our conditions of credit, or any of the services we offer, please call us toll-free at the 800 number shown above.<br><br><br><br><br><br>We look forward to serving you again in the future.|Thank you for your recent payment of $100.00. We have reinstated your credit line. As we discussed, we need to receive your payments by the 15th of each month. Further delinquencies may result in our having to place restrictions on your account.<br><br><br><br><br><br>We appreciate your business. If you have questions or concerns, please contact us immediately.|We received your $150 payment today. We have reinstated your credit privileges so you can use your credit cards again. Please remember to make your payments before the 15th of each month so we can avoid situations like this in the future. We appreciate your business and are glad to be of service to you.|Thank you for your payment on your credit account with Doe Department Store. We have credited $53.75 to your account on March 3, leaving a balance of $245.25. You have available credit line $254.75. To avoid late fees in the future, please be sure we receive your payment by the first of the month.<br><br><br><br><br><br>We appreciate this opportunity to serve you. Please call our customer service department at 555-5555 if we can be of further assistance.||||||||||||||||||||||||||||
15|Acknowledgment||Acknowledge the receipt of a report, letter, or other|Thank you for preparing and sending us your report of Doe's chemical analysis of our stone sample. I look forward to studying it, but from your summary, it appears to be exactly what we need.|Your report of June 6 arrived today and is on my desk awaiting review. After I have read it thoroughly and given it the attention it deserves, I will call you. Thank you for your promptness.|Your report arrived this morning. As agreed, I will present it to the executive committee next Friday. I appreciate the work you did and hope the committee sees the wisdom in your proposal.|I have referred your request for information on the whereabouts of Jane Doe to our Records Department. The director assures me that he will have an answer for you by the end of the week. If you need to talk to him before then, his number is 555-5555, extension 55.<br><br><br><br><br><br>Let me know if we can help further.||||||||||||||||||||||||||||
16|Acknowledgment||Acknowledge the receipt of a resume|We have received your resume, portfolio, and application for employment. In order for us to move ahead in our selection process, could you please complete the enclosed questionnaire and return it to us by the end of the month? Thank you for your cooperation.|We acknowledge receipt of your resume and application for a position at Doe Software and sincerely appreciate your interest in our company.<br><br><br><br><br><br>We will screen all applicants and select candidates whose qualifications seem to meet our needs. We will carefully consider your application during the initial screening and will contact you if you are selected to continue in the recruitment process. We wish you every success.|Thank you for sending your resume in response to the Media Relations job posting. The deadline for applications is April 29. At that time, we will review all applications and invite the five most qualified to interview. We will notify all applicants of our decision no later than May 5. We appreciate your interest in Doe International. Best wishes in your job search.|We appreciate your interest in Doe, Inc. and acknowledge receipt of your resume. In the event that we wish to arrange a personal interview, we will contact you by mail or phone. Again, thank you for your interest in employment at Doe, Inc.|Thank you for your resume. We appreciate your interest in the Doe Corporation. Although your educational background and work experience are impressive, we regret that we do not currently have an opening appropriate for your qualifications. However, we anticipate the possibility of a suitable position becoming available during the next year. Your resume will remain on file in our human resources department, and we will contact you for an interview if a position does become available.<br><br><br><br><br><br>We feel honored to have the interest of an individual of your ability, and hope we have an opportunity to discuss your qualifications more fully.|We have received your inquiry regarding employment opportunities at Doe Corporation and are in the process of reviewing your qualifications against our current requirements. Should your background and experience meet the requirements of one of our job openings, we will contact you to request addition information. If we do not have an appropriate opening at this time, we will retain your inquiry for six months for future consideration.<br><br><br><br><br><br>Again, thank you for contacting Doe Corporation.|Thank you for applying for the Production Manager position at Doe Corporation. After reviewing resumes for this position, we identified those applicants whose skills and experience most closely matched the organization's needs. Unfortunately, you were not among those selected for further consideration.<br><br><br><br><br><br>Thank you again for the time you have given to Doe Corporation. We wish you success in your future career.|||||||||||||||||||||||||
17|Acknowledgment||Acknowledge the receipt of a suggestion from an employee|"I thought you would like to know the outcome of our conversation last Tuesday. We are seriously considering your suggestion that we solicit input from all personnel through an e-mail ""brainstorming"" bulletin board. Thank you for your insight.<br><br><br><br><br><br>Our company's success depends upon both the collective and individual innovation of our employees. Your bulletin board suggestion may encourage employees to speak up more frequently.<br><br><br><br><br><br>Your idea should become a reality in a very short while. Thanks for your help."|I found your suggestions for improving quality control very interesting. You made some very good points. Please plan to present your ideas in our next staff meeting, Monday at 9:00 a.m. I will put you on the first part of the agenda. I sincerely appreciate your interest in helping us improve our process.|I recently received the following suggestion from John, who seems to have a good grasp of the issues confronting his team. Would each of you please review his suggestion and be prepared to ask him questions about it in our Monday meeting. We thank you for your interest in making Doe Corporation more productive.|I just reviewed your innovative suggestion for reducing the number of inventories we take each month. John Doe and I meet each week, and I will bring your idea to his attention. I sincerely appreciate your interest in the future of our company.||||||||||||||||||||||||||||
18|Acknowledgment||Acknowledge the return of an item for exchange, refund, or credit|We are sorry that the 3D exercise machine did not meet your expectations. From your letter I understand that you would like a refund rather that a different model. Please return the machine in its original package and we will promptly refund your purchase price.<br><br><br><br><br><br>We appreciate being able to serve you and hope that you will find other Doe fitness products to your liking. We are committed to providing superior products at affordable prices. Please accept a complimentary catalog of our full line of sports equipment.|We received your return shipment of twelve size 9D shoes in today's delivery and have credited your account accordingly. We are sorry that they appear to be mislabeled.<br><br><br><br><br><br>Our customer service division is studying how such an error could have taken place. Thank you for your understanding. We look forward to serving you in the future.|We received the defective model X100 printer you returned. Unfortunately this unit was one of a small lot that escaped final inspection. We have already issued a recall notice to other X100 owners--the first in our 15 years of operation.<br><br><br><br><br><br>A new, tested X100 is being shipped to you by air courier. We trust the new unit will fully meet your expectations and we look forward to doing business with you again.|This letter is to acknowledge receipt of the portable stereo you purchased from our mail-order company. We deeply regret that the unit was damaged in shipping, and apologize for the inconvenience. We have shipped a new stereo by express mail, and it should arrive within five business days.<br><br><br><br><br><br>Please also accept the enclosed coupon for 20% off of your next purchase. We appreciate your business and thank you for your patience. Again, please accept our apologies for our error. We hope you will allow us to serve you again soon.||||||||||||||||||||||||||||
19|Advice||Ask for personal advice|I know you hate giving advice, but I need your experience on my side. I have the opportunity to buy out another fisherman's fleet at the end of the season. The trouble is this will put us in a real bind financially next season. I hope you will come on down. I will take you to lunch and we can look at the numbers together. I trust your judgment more than my own. I look forward to hearing from you.|Jane, you are the one person I feel I can consult on this. I just got a raise and for the first time I am making more than Eric. In spite of what he says, I know this is troubling him...HELP! Let's get together over lunch this week and you can tell me how you handled the same problem.|I come to you seeking advice on a personal matter because you have known me since sixth grade and I admire your life experiences and knowledge of academia. I know also that you will honor my request for confidentiality.<br><br><br><br><br><br>What would you do if you had to decide between applying for government financial aid to complete a graduate degree or working full time for six months to earn enough money and have less debt?<br><br><br><br><br><br>I have recently borrowed to purchase an automobile and insurance liability coverage. The monthly payments are low and manageable with my part-time job, but I need money now to cover tuition costs. While I am reluctant to borrow more money, I worry that I may choose not to return to school if I take six months off.<br><br><br><br><br><br>Please let me know your thoughts on this subject. I look forward to hearing from you. Thank you for letting me express my concerns to you.|I need your advice. You are a friend who seems to know right from wrong. I am in severe financial trouble and wonder whether I should take out bankruptcy. I'd prefer to speak to you directly about this rather than go into detail in a letter. Could we get together sometime next week to discuss my situation? I'll give you a call in the next few days to set a time. Thank you for your time.||||||||||||||||||||||||||||
20|Advice||Decline to give advice|I am flattered that you would ask me for advice on such a delicate matter. I regret that I cannot be much help to you. I have neither the wisdom nor the experience to guide you in your divorce. However, I have a friend in Springfield, John Doe, who practices family law. If you wish, I can refer you to him. Whatever you decide to do, you have my best wishes.|Although I am flattered that you have asked for my advice, I am sorry that I must decline your request. My experience in the area of commercial real estate has been limited, so I really don't feel qualified to answer your questions.<br><br><br><br><br><br>However, John Doe, another agent in our office, has worked in this area for more than ten years and has a thorough understanding of the issues involved. I would recommend that you contact him with your questions.<br><br><br><br><br><br>Thank you for thinking of me. I wish you success in your new project.|I received your letter asking me for advice on how to invest the insurance settlement you recently received. While I appreciate the confidence you have shown in me, I really feel it would be better if you asked someone with more objectivity. I value our friendship too much to become involved with advising you in financial matters. There are many qualified, reputable professionals who can advise you better than I could.<br><br><br><br><br><br>I wish you the best in finding someone who can help you with this important matter. I look forward to seeing you at the Club's annual holiday party next month.|Much as I would like to take some of the credit for the next great decision in your life, I must bow out. Advising you on your relationship with Jane Doe would put me into a conflict of interest that could come back and haunt me.<br><br><br><br><br><br>I wish you the very best of luck and wisdom in this tricky situation.||||||||||||||||||||||||||||
21|Advice||Encourage an employee after a disappointment or a company setback|I know we have all experienced a very stressful year. Even after the downsizing six months ago that reduced our personnel twenty percent, we still have not achieved the winning quarter we were hoping for. Nevertheless, I want to assure you that we will not have further reductions in our work force. And there is another bright spot on the horizon. Although we did not turn a profit last quarter, we did break even and sales projections predict a small profit for the current quarter.<br><br><br><br><br><br>This positive trend indicates that our recovery from last year's problems is on track and that we will soon regain our losses. Thank you for remaining loyal to the company and for helping us make a comeback. We appreciate your confidence and hard work.|I realize that some problems have cropped up in the department since you took over as supervisor. As you know, the employees were particularly loyal to John Doe, and we expected some resistance to his replacement. But take heart. I have seen your calm, steady influence in the department and have no doubt that the employees will learn to work well with you. Keep up the good work. We're behind you all the way.|I understand how difficult it has been to work under the tighter budget introduced last year. As I am sure you understand, this is an attempt to streamline our operations by adopting more efficient methods of training and production. You may not know, however, that our production levels increased by nearly twenty percent in the last quarter. This increase is due to the hard work of employees like you who aren't afraid to innovate and finesse solutions to problems rather than throw money at them. At this rate the original budget will come back on track in no time, with revenues up as much as fifty percent. Keep up the good work!|I want you to know that I understand your disappointment at not receiving the promotion you wanted. While you have proven your worth as a contributing, effective member of our team, Mary's greater number of years in the company, in addition to her experience working on the Smith project, combined to make her the leading candidate for the job.<br><br><br><br><br><br>Please keep in mind that opportunities for advancement will come again. If you continue to be as productive and resourceful as you have been in the past, I see a bright future ahead of you.|I'm sure it was very disappointing to lose the Doe account after all your hard work. However, I want you to know I have never seen a more polished first-time presentation by a new employee. Given your skills, I am confident that you will have many more opportunities to make sales presentations for the company, and that many of them will result in new accounts.|||||||||||||||||||||||||||
