DONE	general	card_tm_participate_rate	Taux de participation	Rate of participation	Teilnahmequote	Tasa de participación		
DONE	general	tm_personalized_export	Export personalisé	Personalised export	Benutzerdefinierter Export	Contenido personalizado exportable		
DONE	general	card_tm_distribution	Répartition formation	Training distribution	Trainingsverteilung	Distribución de la formación		
DONE	general	card_tm_followup	Suivi administratif	 	Administrative Übersicht	 		
DONE	general	card_tm_feedback	Feedback & notation	Feedback & rating	Feedback & Anmerkungen	Feedback y puntuación		
DONE	general	global_all	Tous	All	All	Todos		
DONE	general	dont_care	Indifférent	None selected	Egal	Indiferente		
DONE	general	coming_soon	Coming Soon	Coming soon	Bald verfügbar	Proximamente		
DONE	general	more_details	En savoir plus	More details	Mehr details	Más información		
DONE	general	global_details	Détails	Details	Details	Detalles		
DONE	general	global_title	Intitulé	Title	Berechtigt	Título		
DONE	general	contacts	Contacts	Contacts	Kontakte	Contactos		
DONE	general	techno	Technique	Technical	Technik	Técnico		
DONE	general	webconf	Webconférence	Webconference	Videokonferenz	Teleconferencia		
DONE	general	global_perform	Effectué	Completed	Durchgeführt	Realizado		
DONE	general	global_completed	Complété	Completed	Abgeschlossen	Completado		
DONE	general	global_missed	Manqué	Missed	Verpasst	Perdido		
DONE	general	global_scheduled	Planifié	Scheduled	Geplant	Planificado		
DONE	general	global_cancelled	Annulé	Cancelled	Storniert	Cancelado		
DONE	general	global_inprogress	En cours	In progress	In Arbeit	En curso		
DONE	general	global_home	Accueil	Home	Home	Inicio		
DONE	general	by	par	by	von	por		
DONE	general	with	avec	with	mit	con		
DONE	general	lrn_charter_title	Vos engagements	Your commitment	Ihre Verpflichtungen	Vuestro compromiso		
DONE	general	wefit_charter_title	Nos engagements	Our commitment	Unsere Verpflichtungen	Nuestro compromiso		
DONE	general	more_lst_progress	Déroulement	Process	Inhalt	Desarrollo		
DONE	general	more_lst_list_profil	Liste des profils	List of profiles	Liste der Lernprofile	Lista de perfiles		
DONE	general	structured_course	Cours structuré	Structured lessons	Strukturierter Kurs	Clase estructurada		
DONE	general	workshop	Workshop	Workshop	Workshop	Workshop		
DONE	general	open_lesson	Cours Open	Open lesson	Open Lesson	Clase abierta		
DONE	general	course	cours	lesson(s)	Unterricht	Lección		
DONE	general	short_from	De	From	von	De		
DONE	general	short_to	à	to	zu	A		
DONE	general	short_between	Entre le	From	zwischen	Entre		
DONE	general	short_and	Et le	To	und	Y		
DONE	general	lesson	Cours	Lesson	Kurs	Lección		
DONE	general	lessons	Cours	Lessons	Kurse	Lecciónes		
DONE	general	level	Niveau	Level	Level	Nivel		
DONE	general	specify	Précisez	Other	Details	Precisar		
DONE	general	resume	Résumé	Summary	Zusammenfassung	Resumen		
DONE	general	completely	Complètement	Completely	Vollständig	Completamente		
DONE	general	partially	Partiellement	Partially	Teilweise	Parcialmente		
DONE	general	yes	Oui	Yes	Ja	Sí		
DONE	general	no	Non	No	Nein	No		
DONE	general	day	Jour	Day	Tag	Día		
DONE	general	week	Semaine	Week	Woche	Semana		
DONE	general	short_date_from	Du	From	von	De		
DONE	general	short_date_to	au	to	zu	a		
DONE	general	week_of	Semaine du	Week of	Woche vom	Semana del		
DONE	general	question	Question	Question	Frage	Pregunta		
DONE	general	desactivated	Désactivé	disabled	untauglich	Desactivado		
DONE	general	answer	Réponse(s)	Answer(s)	Antwort	Respuesta(s)		
DONE	general	search	Rechercher	Search	Suche	Búsqueda		
DONE	general	all	Tous	All	Alles	Todos		
DONE	general	inprogress	en cours	in progress	In Bearbeitung	en curso		
DONE	general	level_a0	A0 - Débutant	A0 - True beginner	A0 - Einsteiger	A0- Principiante		
DONE	general	level_a1	A1 - Faux-débutant	A1 - Beginner	A1 - Anfänger	A1-Falso principiante		
DONE	general	level_a2	A2 - Pré-intermédiaire	A2 - Pre-Intermediate	A2 - Fortgeschritten	A2-Pre-Intermedio		
DONE	general	level_b1	B1 - Intermédiaire	B1 - Intermediate	B1 - Kompetent	B1-Intermedio		
DONE	general	level_b2	B2 - Confirmé	B2 - Advanced	B2 - Gewandt	B2- Avanzado		
DONE	general	level_c1	C1 - Maîtrise	C1 - Master	C1 - Experte	C1- Dominio		
DONE	general	level_c2	C2 - Avez-vous besoin de nous ?	C2 - Are you sure you need us?	C2 - Möchten Sie für uns arbeiten?	C2- ¿Nos necesita?		
DONE	general	l_beginner	Débutant	Beginner	Beginner	Principiante		
DONE	general	l_intermediate	Intermédiaire	Intermediate	Intermediate	Intermedio		
DONE	general	l_advanced	Avancé	Advanced	Advanced	Avanzado		
DONE	general	l_preintermediate	Pré-Intermédiaire	Pre-Intermediate	Pre-Intermediate	Pre-intermedio		
DONE	general	lives	Habite	Lives in	Wohnt in	Vive		
DONE	general	lang_en	Anglais	English	Englisch	Inglés		
DONE	general	lang_de	Allemand	German	Deutsch	Alemán		
DONE	general	lang_fr	Français	French	Französisch	Francés		
DONE	general	lang_es	Espagnol	Spanish	Spanisch	Español		
DONE	general	lang_it	Italien	Italian	Italienisch	Italiano		
DONE	general	badge_planned_m_s	Planifié	Scheduled	Geplant	Planificado		
DONE	general	badge_planned_m_p	Planifiés	Scheduled	Geplant	Planificado		
DONE	general	badge_planned_f_s	Planifiée	Scheduled	Geplant	Planificado		
DONE	general	badge_planned_f_p	Planifiées	Scheduled	Geplant	Planificado		
DONE	general	badge_inprogress	En cours	In progress	In Arbeit	En curso		
DONE	general	badge_completed_m_s	Complété	Completed	Abgeschlossen	Completado		
DONE	general	badge_completed_m_p	Complétés	Completed	Abgeschlossen	Completado		
DONE	general	badge_completed_f_s	Complétée	Completed	Abgeschlossen	Completado		
DONE	general	badge_completed_f_p	Complétées	Completed	Abgeschlossen	Completado		
DONE	general	badge_missed_m_s	Manqué	Missed	Verpasst	Perdido		
DONE	general	badge_missed_m_p	Manqués	Missed	Verpasst	Perdido		
DONE	general	badge_missed_f_s	Manquée	Missed	Verpasst	Perdido		
DONE	general	badge_missed_f_p	Manquées	Missed	Verpasst	Perdido		
DONE	general	badge_cancelled_m_s	Annulé	Cancelled	Storniert	Cancelado		
DONE	general	badge_cancelled_m_p	Annulés	Cancelled	Storniert	Cancelado		
DONE	general	badge_cancelled_f_s	Annulée	Cancelled	Storniert	Cancelado		
DONE	general	badge_cancelled_f_p	Annulées	Cancelled	Storniert	Cancelado		
DONE	general	badge_remaining_m_s	Restant	Remaining	Verbleibend	Restante		
DONE	general	badge_remaining_m_p	Restants	Remaining	Verbleibend	Restantes		
DONE	general	badge_remaining_f_s	Restante	Remaining	Verbleibend	Restante		
DONE	general	badge_remaining_f_p	Restantes	Remaining	Verbleibend	Restantes		
DONE	general	badge_signed_m_s	Signé	Signed	Unterzeichnet	Firmado		
DONE	general	badge_signed_m_p	Signés	Signed	Unterzeichnet	Firmado		
DONE	general	badge_signed_f_s	Signée	Signed	Unterzeichnet	Firmado		
DONE	general	badge_signed_f_p	Signées	Signed	Unterzeichnet	Firmado		
DONE	general	text_verified	Vérifié	Verified	Überprüfen			
DONE	general	tooltip_hours_planned	Heures planifiées	Planned hours	Geplante Stunden	Horas planificadas		
DONE	general	tooltip_hours_completed	Heures réalisées	Completed hours	Abgeschlossene Stunden	Horas realizadas		
DONE	general	tooltip_hours_missed	Heures manquées	Missed hours	Verpasste Stunden	Horas perdidas		
DONE	general	tooltip_hours_cancelled	Heures annulées	Cancelled hours	Stornierte Stunden	Horas canceladas		
DONE	general	tooltip_hours_remain	Heures restantes	Remaining hours	Verbleibende Stunden	Horas restantes		
DONE	general	tooltip_keyword_connected	Ce mot-clé fait partie de vos favoris	This subject matches your interests 	Dieses Keyword entspricht Ihren Interessen		Not a favourites	
DONE	general	tooltip_head_trainer	Formateur principal	Head Trainer	Haupt-Trainer	Formador principal		
DONE	general	tooltip_secondary_trainer	Formateur secondaire	Secondary Trainer	Zweiter Trainer	Formador secundario		
DONE	general	tooltip_view_lesson	Voir réservation	View booking	Buchung anzeigen	Ver reserva		
DONE	general	tooltip_view_ln	Voir Lesson Notes	View Lesson Notes	Lesson Notes anzeigen	Ver Notas de Clase		
DONE	general	tooltip_sign_lesson	Signer cours	Sign lesson	Kurs bestätigen	Firmar clase		
DONE	general	tooltip_launch_lesson	Lancer cours	Launch lesson	Kurs starten	Empezar clase		
DONE	general	tooltip_material	Support de cours	Material	Material	Materiales		
DONE	general	tooltip_cancel_lesson	Annuler cours	Cancel lesson	Kurs stornieren	Cancelar clase		
DONE	general	tooltip_fill_ln	Rédiger Lesson Notes	Fill Lesson Notes	Lesson Notes erstellen	Redactar Notas de Clase		
DONE	general	tooltip_fill_pta	Rédiger PTA Notes	Fill PTA Notes	PTA Notes erstellen	Redactar Notas EFC		
DONE	general	tooltip_fill_na	Rédiger NA Notes	Fill NA Notes	NA Notes erstellen	Redactar Notas EN		
DONE	general	tooltip_video_content	Contient de la video	Video content	Videomaterial	Contenido de video		
DONE	general	tooltip_audio_content	Contient de l'audio	Audio content	Audiomaterial	Contenido de audio		
DONE	general	tooltip_quiz_content	Quiz de validation	Quiz	Quiz	Prueba tipo test		
DONE	general	title_page_trainer_index	Bienvenue sur *WEFIT LMS*	Welcome to *WEFIT LMS*	Willkommen im *WEFIT LMS*	Bienvenido al "WEFIT LMS"		
DONE	general	title_page_trainer_avail	Disponibilités	Availability	Verfügbarkeiten	Disponibilidad		
DONE	general	card_trainer_edit_workinghour	Actions possibles	What you can do	Mögliche Aktionen	Lo que puede hacer		
DONE	general	card_trainer_planned	Cours planifiés	Planned lessons	Geplante Kurse	Clases planificadas		
DONE	general	card_trainer_next	Prochain cours	Next lesson	Nächster Kurs	Próxima clase		
DONE	general	card_trainer_incoming	Parcours à lancer	New learners	Programm in Arbeit	Nuevos cursos		
DONE	general	card_trainer_active	Parcours actifs	Learners in progress	Programm läuft	Cursos activos		
DONE	general	card_trainer_done	Cours réalisés	Completed lessons	Kurs beendet	Clases realizadas		
DONE	general	card_trainer_done	Cours réalisés ce mois	Hours completed this month	Diesen Monat absolviert	Clases realizadas este mes		
DONE	general	card_setup	Prendre rdv avec notre happy customer service	Arrange a callback from our Customer Service team.	Termin mit unserem Kundenservice			
DONE	general	card_trainer_today	Aujourd'hui	Today's lessons	Heutiger Kurs	Hoy		
DONE	general	card_trainer_tocomplete	Cours à compléter	Lessons to complete	zu bestätigende Kurse	Clases por completar		
DONE	general	title_page_trainer_program	Mes parcours	My learners	Mein Programm	Mis alumnos		
DONE	general	title_page_trainer_calendar	Mon calendrier	My calendar	Mein Kalender	Mi calendario		
DONE	general	card_select_learner	Sélection apprenant	Select learner	Schüler auswählen	Selección de alumno		
DONE	general	card_manage_avail	Gestion dispo	Manage availability	Meine Verfügbarkeiten	Gestión de disponibilidad		
DONE	general	card_trainer_avail_add	Ajouter dispo	Add availability	Verfügbarkeiten hinzufügen	Añadir disponibilidad		
DONE	general	card_trainer_avail_remove	Ajouter un blocker (=Supprimer dispo)	Add blocker (Remove availability)	Blocker erstellen (Verfügbarkeiten löschen)	Bloquear disponibilidad		
DONE	general	title_page_trainer_lessons	Mes cours	Lesson list	Meine Kurse	Mis lecciones		
DONE	general	card_trainer_period	Période sélectionnée	Period	Zeitraum	Periodo seleccionado		
DONE	general	card_trainer_activity	Mon activité	Activity	Aktivität	Mi actividad		
DONE	general	card_trainer_hours	Heures de formations (période)	Hours this month	Stundenpaket	Horas de formación		
DONE	general	title_page_connect	Nous vous attendions ;)	We were waiting for you	Wir freuen uns auf Sie	Teníamos ganas de verle		
DONE	general	card_forgotten_password	Mot de passe oublié ?	Forgotten password?	Passwort vergessen?	¿Ha olvidado su contrasena?		
DONE	general	card_connect	Connexion	Connect	Verbinden	Conectar		
DONE	general	title_page_common_trainer	Compte formateur	Trainer account	Trainer Profil	Cuenta formador		
DONE	general	title_page_common_trainer_learnerview	Compte formateur	Trainer Profile	Trainer Profil	Cuenta formador		
DONE	general	title_page_common_trainer_trainerview	Compte formateur	Trainer Profile	Trainer Profil	Cuenta formador		
DONE	general	title_page_common_trainer_avail	Compte formateur : Disponibilité	Trainer Profile: Availability	Trainer Profil : Verfügbarkeit	Cuenta formador		
DONE	general	tab_general	Général	General	Generelles	General		
DONE	general	tab_settings	Réglages	Settings	Einstellungen	Ajustes		
DONE	general	tab_avail	Disponibilités	Availability	Verfügbarkeiten	Disponibilidad		
DONE	general	tab_working	Horaires	Working hours	Arbeitszeiten	Horario		
DONE	general	card_trainer_speciality	Spécialités	Specialities	Fachgebiete	Especialidad		
DONE	general	card_trainer_availability	Disponibilité globale	Global availability	Verfügbarkeit	Disponibilidad global		
DONE	general	card_trainer_about	A propos de moi	About me	Über mich	Sobre mi		
DONE	general	card_trainer_workinghour	Heures de travail	Working hours	Arbeitszeiten	Horas de trabajo		
DONE	general	card_trainer_signature	Signature	Signature	Unterschrift	Firma		
DONE	general	title_page_common_tp_details_learner	Mon parcours de formation	My training program	Mein Trainingsprogramm	Mi programa de formación		
DONE	general	title_page_common_tp_details	Parcours de formation	Training program	Trainingsprogramm	Programa de formación		
DONE	general	card_tp_resume	Résumé parcours	Training program overview	Trainingsfortschritt	Resumen del programa de formación		
DONE	general	card_tp_hours	Heures de formation	Training hours	Stundenübersicht	Horas de formación		
DONE	general	card_tp_details	Détails parcours	Training program details	Details	Detalles del curso		
DONE	general	card_lesson_details	Détails des cours	Lessons details	Lessons details	Detalles de las clases		
DONE	general	card_formation_details	Détails de ma formation	Formation details	Formation details	Detalles de formación		
DONE	general	card_tp_calendar	Calendrier	Calendar	Kalender	Calendario		
DONE	general	card_tp_description	Description	Description	Beschreibung	Descripción		
DONE	general	card_note_description	Commentaires	Comments	Kommentare	Comentarios		
DONE	general	card_tp_exercice	Exercices	Exercices	Übungen	Ejercicios		
DONE	general	card_tp_lessonnote	Compte-rendu	Lesson Notes	Lesson Notes	Notas de Clase		
DONE	general	card_tp_note	Évaluer le cours	Rate the lesson	Bewertung abgeben	Valorar de la clase		
DONE	general	title_page_common_tp_builder	Edition du parcours de formation	Edit Training Program	Trainingsprogramm erstellen	Editar programa de formación		
DONE	general	card_add_lesson	Ajouter cours de	Add lesson	Kurs hinzufügen	Añadir lección		
DONE	general	card_program	Programme	Training Program	Trainingprogramm	Programa		
DONE	general	card_details	Contenu	Content	Inhalt	Contenido		
DONE	general	title_page_common_syllabus	Bibliothèque	Library	Meine Bibliothek	Bilbioteca		
DONE	general	title_page_common_materials	Supports de cours	Library	Bibliothek	Biblioteca		
DONE	general	text_about	Env.	About	Ca.	Alrededor de		
DONE	general	title_page_common_practice	Exercices	Exercises	Übungen	Ejercicios		
DONE	general	title_page_common_wemail	Modèles d'email	Email templates	Email Vorlagen	Ejemplos de email		
DONE	general	card_wemail_search	Rechercher un modèle	Look for a template	Vorlage suchen	Búsqueda de un ejemplo		
DONE	general	card_wemail_category	Modèles par catégorie	Templates by category	Vorlagen nach Kategorie	Ejemplos por categoría		
DONE	general	card_vocab_search	Rechercher un mot	Look for a word/expression	Wortsuche	Búsqueda de palabra		
DONE	general	card_settings	Réglages	Settings	Einstellungen	Ajustes		
DONE	general	title_page_common_learner_account_learner	Mon compte apprenant	My learner account	Mein Profil	Mi cuenta de alumno		
DONE	general	title_page_common_learner_account_trainer	Compte apprenant :	Learner account:	Schülerprofil	Cuenta alumno:		
DONE	general	accordion_subscription	Abonnement	Subscription	Abonnement	Subscripción		
DONE	general	subscription_el	Votre abonnement E_Learning	Your e-learning subscription	Ihr eLearning Abonnement	Su subscripción a e-Learning		
DONE	general	accordion_availabilities	Disponibilités	Availability	Verfügbarkeiten	Disponibilidad		
DONE	general	accordion_needs	Besoins en formation	Needs	Bedarfsanforderungen	Necesidades de formación		
DONE	general	accordion_settings	Réglages	Settings	Einstellungen	Ajustes		
DONE	general	accordion_my_availabilities	Mes disponibilités	My availability	Verfügbarkeiten	Mi disponibilidad		
DONE	general	accordion_my_needs	Mes besoins en formation	My needs	Bedarfsanforderungen	Mis necesidades de formación		
DONE	general	accordion_my_settings	Mes réglages	My settings	Meine Einstellungen	Mis ajustes		
DONE	general	title_page_gateway	Lancement du cours	Launch lesson	Kurs starten	Empezar clase		
DONE	general	card_gateway_launch	Vous êtes prêt(e) à commencer ?	Are you ready?	Ich bin bereit	¿Está preparado?		
DONE	general	card_title_reinit	Réinitialiser votre mot de passe	Reset your password	Passwort zurücksetzen	Restablecer contraseña		
DONE	general	card_text_reinit	Vous avez initié une demande de changement ou de récupération de mot de passe. Veuillez entrer un nouveau mot de passe.	You asked for a password reset. Please enter your new password and confirm.	Sie möchten Ihr Passwort zurücksetzen? Bitte geben Sie Ihr neues Passwort ein.	Ha pedido restablecer su contraseña. Inserte una nueva contraseña.		
DONE	general	ln_title_description	Description	Description	Beschreibung	Descripción		
DONE	general	ln_title_automatic	Automatique	Automatic	Automatisch	Automático		
DONE	general	ln_title_main_description	Description du cours	Main Description	Kursbeschreibung	Descripción de la lección		
DONE	general	ln_title_objectives	Objectifs pédagogiques	Objectives	Lernziel	Objetivos pedagógicos		
DONE	general	ln_title_grammar	Grammaire	Grammar	Grammatik	Gramática		
DONE	general	ln_title_vocabulary	Vocabulaire	Vocabulary	Vokabular	Vocabulario		
DONE	general	ln_title_today_teaching_points	Principaux points abordes aujourd'hui	Today's main teaching points	Heutige Hauptlehrpunkte	Aspectos principales de la clase de hoy		
DONE	general	ln_title_today_work_on	Aujourd'hui, nous avons travaillé sur	In Today's lesson we worked on	Im heutigen Kurs lag der Fokus auf	Hoy hemos tratado		
DONE	general	ln_title_today_work_on_placeholder	Compétences abordées non listées ci-dessus	Skills covered that are not specified above	Zusätzlich angesprochene Punkte	Competencias tratadas no enumeradas arriba		
DONE	general	ln_title_grammar_covered	Points de grammaire	Grammar points covered during this lesson	Im heutigen Kurs behandelte Grammatikpunkte	Aspectos de gramática tratados		
DONE	general	ln_title_sort_by_level	par niveau	sort by level	Sortiert nach Level	por nivel		
DONE	general	ln_title_grammar_explanation	Exercices ou Points de grammaire	Grammar explanation, exercices & tips	Grammatik: Erklärungen, Übungen & Tipps	Ejercicios o aspectos gramaticales		
DONE	general	ln_title_trainer_feedback	Compte-rendu du formateur	Trainer's feedback & homework	Trainer Feedback & Hausaufgaben	Informe del formador		
DONE	general	ln_title_min_char	min. 150 caractères	min. 150 chr.	mind. 150 Zeichen	min. 150 caracteres		
DONE	general	ln_title_main_discussion	Principaux sujets / ressources utilisees	Main discussion topics and resources used	Hauptdiskussionsthemen und verwendete Ressourcen	Temas principales / Recursos utilizados		
DONE	general	ln_title_did_work_on	Sur quoi avons-nous travaillé aujourd'hui ?	What did you work on today	Heute haben wir folgende Themen behandelt	¿Qué trabajado hoy?		
DONE	general	ln_title_target_situation	Objectifs	Target situation	Lernziel	Objetivos		
DONE	general	ln_title_strategy_analysis	Analyse	Strategy analysis	Strategieanalyse	Análisis		
DONE	general	ln_title_learner_profile	Profile Apprenant	Learner profile	Schülerprofil	Perfil del alumno		
DONE	general	profile	Profil	Profile	Profil erstellen	Perfil		
DONE	general	profile_social_lrn	Social learner	Social learner	Sozialer Lerner	Estudiante social		
DONE	general	profile_social	Social	Social	sozial	Social		
DONE	general	profile_dynamic_lrn	Dynamic learner	Dynamic learner	Dynamischer Lerner	Estudiante dinámico		
DONE	general	profile_dynamic	Dynamic	Dynamic	dynamisch	Dinámico		
DONE	general	profile_independant_lrn	Independant learner	Independant learner	Unabhängiger Lerner	Estudiante independiente		
DONE	general	profile_independant	Independant	Independant	unabhängig	Independiente		
DONE	general	profile_applied_lrn	Applied learner	Applied learner	Pragmatischer Lerner	Estudiante aplicado		
DONE	general	profile_applied	Applied	Applied	pragmatisch	Aplicado		
DONE	general	profile_conceptual_lrn	Conceptual learner	Conceptual learner	Konzeptioneller Lerner	Estudiante conceptual		
DONE	general	profile_conceptual	Conceptual	Conceptual	konzeptionell	Conceptual		
DONE	general	profile_scholastic_lrn	Scholastic learner	Scholastic learner	Schulischer Lerner	Estudiante académico		
DONE	general	profile_scholastic	Scholastic	Scholastic	schulisch	Académico		
DONE	general	profile_creative_lrn	Creative learner	Creative learner	Kreativer Lerner	Estudiante creativo		
DONE	general	profile_creative	Creative	Creative	kreativ	Creativo		
DONE	general	profile_analytic_lrn	Analytic learner	Analytic learner	Analytischer Lerner	Estudiante analítico		
DONE	general	profile_analytic	Analytic	Analytic	analytisch	Analítico		
DONE	general	profile_neutral_lrn	Neutral learner	Neutral learner	Neutraler Lerner	Estudiante neutro		
DONE	general	profile_neutral	Neutral	Neutral	neutral	Neutro		
DONE	general	brain_dominance	Dominance cérébrale	Brain Dominance	Gehirndominanz	Parte dominante del cerebro		
DONE	general	left_brain_dominance	Hémisphère gauche dominant	Left Brain dominant	Linke Gehirnhälftendominanz	Cerebro izquierdo dominante		
DONE	general	right_brain_dominance	Hémisphère droit dominant	Right Brain dominant	Rechte Gehirnhälftendominanz	Cerebro derecho dominante		
DONE	general	left_brain	Hémisphère gauche	Left Brain	Linke Gehirnhälfte	Hemisferio cerebral izquierdo		
DONE	general	right_brain	Hémisphère droit	Right Brain	Rechte Gehirnhälfte	Hemisferio cerebral derecho		
DONE	general	introvert	Introvertie	Introvert	Introvertiert	Introvertido		
DONE	general	extrovert	Extravertie	Extrovert	Extrovertiert	Extrovertido		
DONE	general	sensory_perception	Perception sensorielle	Sensory perception	Sensorische Wahrnehmung	Percepción sensorial		
DONE	general	perception_visual_nv	Visuel / Non verbal	Visual non-verbal	Visuell nonverbal	Visual / no verbal		
DONE	general	perception_kinesthetic	Kinesthésique	Kinesthetic	Kinästhetisch	Kinestético		
DONE	general	perception_visual_verbal	Visuel / Verbal	Visual-verbal	Visuell verbal	Visual / verbal		
DONE	general	perception_audio_verbal	Audio / Verbal	Audio-verbal	Auditiv verbal	Audio / verbal		
DONE	general	ln_title_target_analysis	Analyse	Target analysis	Zielanalyse	Análisis		
DONE	general	ln_title_training_program	Parcours de Formation	Training program	Trainingsprogramm	Programa de formación		
DONE	general	ln_title_trainer_feedback_tips	Compte-rendu du formateur	Trainer's feedback & tips	Trainer Feedback	Informe del formador		
DONE	general	ln_title_achievement	Résultats	Achievement	Ergebnis	Resultados		
DONE	general	ln_title_ln	Compte-rendu de cous	Lesson notes	Lesson Notes	Notas de clase		
DONE	general	ln_title_na	Recueil de besoins	Needs Assessment	Needs Assessment	Evaluación de necesidades		
DONE	general	ln_title_pta	Rapport de formation	Post Training Assessment	Post Training Assessment	Evaluación final de curso		
DONE	general	ln_title_initial	Besoins initiaux / Points a améliorer	Initial needs / Areas of improvement	Erste Bedarfe / Zu verbessernde Punkte	Necesidades iniciales / Aspectos a mejorar		
DONE	general	ln_title_want_to	Compétences à développer	Skills to improve:	Zu verbessernde Fähigkeiten	Competencias a desarrollar		
