email_followup	mail_no_next_lesson_title	Vous n'avez aucun cours programmé	You have no scheduled lessons	Sie haben keinen Kurs gebucht.	No tiene clases programadas	
email_lesson_status	mail_pta_booked_subtitle	Il s'agit du derniers cours de votre parcours de formation (Post Training Assessement) ! Nous espérons que vous êtes satisfait du travail accompli !	This is the last lesson with us. We hope that you enjoyed your training!	Dies ist Ihr letzter Kurs mit uns. Wir hoffen, dass Ihnen Ihr Training mit WEFIT gefallen hat.	Se trata del último curso de su programa de formación (Evaluación Final de Formación). Esperemos que esté satisfecho con lo que ha conseguido.	
email_lesson_status	mail_cancel_title	Annulation cours	Lesson cancelled	Kurs storniert	Cancelación de la clase	
email_lesson_status	mail_cancel_subtitle	Le cours prévu le $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ à $$timeformat(get_lesson.lesson_start,'HH:mm')$$ a été annulé	Lesson initially scheduled on $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ is cancelled	Der gebuchte Kurs am $$dateformat(get_lesson.lesson_start,'dd.mm.yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ Uhr ist storniert.	El curso previsto el $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ a las $$timeformat(get_lesson.lesson_start,'HH:mm')$$ ha sido cancelado.	
email_lesson_status	mail_complete_title	Compte rendu de cours disponible	Your lesson note is available	WEFIT | Ihre Lesson Notes sind jetzt verfügbar	Sus notas de clase ya están disponibles	
email_lesson_status	mail_complete_subtitle	$$get_lesson.trainer_firstname$$ a finalisé le compte rendu de votre cours du $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ à $$timeformat(get_lesson.lesson_start,'HH:mm')$$.	$$get_lesson.trainer_firstname$$ filled your lesson note - Lesson done on $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$.	$$get_lesson.trainer_firstname$$ hat Ihre Lesson Notes hochgeladen - Kurs absolviert am $$dateformat(get_lesson.lesson_start,'dd.mm.yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ Uhr.	$$get_lesson.trainer_firstname$$ha completado las notas de clase del $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ a las $$timeformat(get_lesson.lesson_start,'HH:mm')$$.	
email_lesson_status	mail_complete_footer	<p style='font-size:12px' align='center'>Nouveau ! Afin d'améliorer nos services, nous vous invitons à évaluer la qualité de votre cours<br>en <a href='https://lms.wefitgroup.com/_note.cfm?umd=$$get_lesson.learner_md5$$&lid=$$get_lesson.lesson_id$$'>cliquant ici</a>, cela ne prendra qu'une minute ;)</p>  <br><p align='center'>Cliquez sur le lien ci-dessous pour accéder à votre rapport de cours.</p>	Click on the link below to get access to your lesson note.	<p style='font-size:12px' align='center'>Neu! Um unseren Service kontinuierlich zu verbessern, laden wir Sie ein, die Qualität Ihres Kurses zu bewerten.<br> <a href='https://lms.wefitgroup.com/_note.cfm?lg=de&umd=$$get_lesson.learner_md5$$&lid=$$get_lesson.lesson_id$$'>Klicken Sie hier</a>, es dauert nur eine Minute.</p>  <br><p align='center'>Bitte loggen Sie sich ein, um Ihre Lesson Notes einzusehen.</p>	<p style='font-size:12px' align='center'>¡Novedad! Con el fin de mejorar nuestros servicios, le invitamos a evaluar la calidad de la clase.<br>en <a href='https://lms.wefitgroup.com/_note.cfm?umd=$$get_lesson.learner_md5$$&lid=$$get_lesson.lesson_id$$'>cliquant ici</a>, sólo le llevará un minuto ;)</p>  <br><p align='center'>Haga click en el enlace para acceder a su informe.</p>	
email_lesson_status	mail_force_cancel_by_learner_title	Annulation de cours hors délai	Lesson cancellation	Kurs storniert	Cancelación de clase fuera de plazo	
email_lesson_status	mail_force_cancel_by_learner_subtitle	Nous confirmons que le cours prévu le $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ à $$timeformat(get_lesson.lesson_start,'HH:mm')$$ a été annulé.	Lesson initially scheduled on $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ is now cancelled.	Der gebuchte Kurs am $$dateformat(get_lesson.lesson_start,'dd.mm.yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ Uhr ist nun storniert.	Confirmamos que la clase programada para el $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ a las $$timeformat(get_lesson.lesson_start,'HH:mm')$$ ha sido anulada.	
email_lesson_status	mail_force_cancel_by_learner_footer	Nous sommes malheureusement contraints de considérer ce cours comme manqué. Celui-ci sera déduit de vos crédits car le délai d'annulation n'a pas été respecté (6 heures pour les cours en visioconférence, 48 heures pour les cours en face à face).  <br><br>Nous vous rappelons que vous pouvez annuler un cours via votre espace personnel WEFIT : rendez-vous sur votre calendrier, et annulez à l'aide du bouton correspondant, dans le délai mentionné ci-dessus.  <br><br>N'hésitez pas à reprogrammer ce cours !	Unfortunately, this lesson will now be considered as missed because you have cancelled it too late.<br><br>  In the future so as not to lose any training hours, visio lessons must be cancelled more than 6 hours before the lesson is due to start and more than 48 hours before for face to face lessons.  <br><br>Please click on the button below to rebook your visio lesson.	Leider wurde unsere Stornierungsfrist von 6 Stunden nicht eingehalten. Dieser Kurs gilt daher als verpasst und wird von Ihrem Stundenguthaben abgezogen.  Wir erinnern Sie daran, dass Sie einen gebuchten Kurs, ganz bequem über Ihr persönliches Profil auf der WEFIT-Plattform, stornieren können. (Bitte berücksichtigen Sie die Stornierungsfristen von 6 Stunden bei Onlinekursen und 48 Stunden bei Präsenzkurzsen)  Sie können den verpassten Kurs jetzt neu buchen!	Lamentablemente, nos vemos obligados a considerar esta clase como perdida. Le será descontada de sus créditos por no haberse respetado el plazo de cancelación (6 horas para clases de videoconferencia, 48 horas para clases presenciales).  <br> <br> Le recordamos que puede cancelar una clase a través de su cuenta personal WEFIT: acceda a su calendario, y cancele mediante el botón correspondiente, dentro del plazo mencionado anteriormente.  <br> <br> ¡No dude en volver a reservar esta clase!	
email_lesson_status	mail_force_cancel_by_trainer_title	Annulation de cours hors délai	Late cancellation	Stornierung eines Kurses	Cancelación de clase fuera de plazo	
email_lesson_status	mail_force_cancel_by_trainer_subtitle	Le cours prévu le $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ à $$timeformat(get_lesson.lesson_start,'HH:mm')$$ a été annulé. Nous sommes sincèrement désolés pour ce désagrément.	Lesson initially scheduled on $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ is cancelled. Our apologies.	Der gebuchte Kurs am $$dateformat(get_lesson.lesson_start,'dd.mm.yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ Uhr wurde abgesagt. Wir entschuldigen uns für diese Unannehmlichkeit.	La clase programada para el $$dateformat(get_lesson.lesson_start,'dd/mm/yyyy')$$ a las $$timeformat(get_lesson.lesson_start,'HH:mm')$$ ha sido anulada. Sentimos mucho las molestias.	
email_new_email	new_mail_subtitle	$$user_firstname$$ $$ucase(user_lastname)$$, vous avez souhaité changer d'adresse email  <br>pour vous connecter à notre plateforme.<br> Voici un mot de passe temporaire afin de finaliser le changement.	$$user_firstname$$ $$ucase(user_lastname)$$, you asked for changing your e-mail address  <br>This is a temporary password to connect to the platform and finalize the change.	Sie haben Ihre Emailadresse geändert. Dies ist Ihr temporäres Passwort, um die Änderung abzuschließen	$$user_firstname$$ $$ucase(user_lastname)$$, ha solicitado el cambio de su correo electrónico  <br>para conectarse a nuestra plataforma.<br> Le proporcionamos una contraseña temporal para finalizar el cambio.	
email_new_email	new_mail_prompt	*Il vous sera demandé de réinitialiser votre mot de passe dès que vous vous connectez à la plateforme WEFIT	*You will be prompted to change your password	*Beim ersten Einloggen, werden Sie aufgefordert, ihr temporäres Passwort zurückzusetzen	*Deberá restablecer su contraseña en cuanto se conecte de nuevo a la plataforma WEFIT	
email_new_email_trainer	new_mail_trn_title	Votre compte WEFIT Trainer	Your WEFIT Trainer account	Ihr WEFIT Trainer Profil	Su cuenta WEFIT Trainer	
email_new_email_trainer	new_mail_trn_subtitle	$$user_firstname$$, vous pouvez désormais vous connecter à l'aide de ces identifants.	$$user_firstname$$, from now on, you can connect to the LMS using this temporary password.	$$user_firstname$$, jetzt können Sie sich mit dem temporären Passwort in Ihr WEFIT Profil einloggen.	$$user_firstname$$, a partir de ahora se podrá conectar con los siguientes datos.	
email_new_formation	mail_new_formation_subtitle	$$user_firstname$$ $$user_lastname$$, votre compte a été créé.	$$user_firstname$$ $$user_lastname$$, your account has been created.	$$user_firstname$$ $$user_lastname$$, ihr WEFIT Profil ist jetzt aktiv	$$user_firstname$$ $$user_lastname$$, se ha creado su cuenta.	
email_new_formation	mail_pwd_explain	Vous seul le connaissez	You already know it	Ist mir bereits bekannt.	Solo usted lo conoce	
email_new_formation	mail_new_formation_video	Pour bien vous préparer, 3 vidéos à votre disposition	Please watch these videos to get ready for your training	Nur drei Videos für eine perfekte Vorbereitung	Existen 3 videos disponibles para que se prepare bien.	
email_new_formation	mail_new_video_explain	Retrouvez ces vidéos sur notre site www.wefitgroup.com<br> dans l'onglet 'Accès client > Tutoriels' en haut à gauche du menu.	You can access the videos from our website www.wefitgroup.com	Diese Videos sind auch auf www.wefitgroup.com unter 'Kundenbereich > Tutorials' verfügbar	Puede encontrar los videos en nuestra página www.wefitgroup.com<br> en la pestaña 'Acceso Cliente > Tutoriales' en la parte superior izquierda del menú.	
email_new_formation	mail_new_formation_video1_title	Lancement de votre formation	Start your training	Erstes Login	Empiece su formación	
email_new_formation	mail_new_formation_video2_title	Présentation des fonctionnalités	Presentation of the training platform	Vorstellung Trainingsplattform	Presentación de las funciones de la plataforma.	
email_new_formation	mail_new_formation_video3_title	Réserver, annuler et lancer un cours	Book, cancel and start a lesson	Trainingsstart und -verlauf	Reservar, cancelar y empezar una clase.	
email_new_formation	mail_new_formation_steps	Quelles sont les prochaines étapes ?	What are the next steps?	Was sind die nächsten Schritte?	¿Cuáles son las siguientes etapas?	
email_new_formation	mail_new_formation_step1	Vous vous connectez à la plateforme, réinitialisez votre mot de passe et vous vous laissez guider !	Connect to the platform and reset your password	Loggen Sie sich ein und vergeben Sie ein neues Passwort	Conéctese a la plataforma, resetee su contraseña y le guiaremos.	
email_new_formation	mail_new_formation_step_lst	Vous pouvez passer votre test de profil d'apprentissage	Take your Learning Style Test	Absolvieren Sie Ihren Lernprofiltest	Realice su test de estilo de aprendizaje	
email_new_formation	mail_new_formation_step_pt	Vous pouvez passer votre test d'évaluation	Take your Placement Test	Absolvieren Sie Ihren Einstufungstest	Realice su prueba de nivel	
email_new_formation	mail_new_formation_step_pt_needs	Vous passez votre test d'évaluation et renseignez vos besoins	Take your Placement Test and fill out the needs form	Absolvieren Sie Ihren Einstufungstest und füllen Sie die Bedarfsanalyse aus	Realice su test de nivel y rellene el formulario de necesidades	
email_new_formation	mail_new_formation_step_needs	Vous renseignez vos besoins	Fill out the needs form	Füllen Sie die Bedarfsanalyse aus	Rellene el formulario de necesidades	
email_new_formation	mail_new_formation_step_explain	Si vous le souhaitez, nous programmons ensemble un rendez-vous pour vous présenter nos outils (plateforme et solution de visioconférence) et lancer votre formation	The next steps are explained in the training videos. If you still have questions regarding our platform, our team will be happy to help.	Kontaktieren Sie unseren Kundenservice, um Ihre erste Trainingsstunde zu reservieren.	Si lo desea, podemos programar una cita para mostrarle las herramientas (Plataforma y Videoconferencia) y empezar su formación.	
email_new_migration	mail_new_migration_title	C'est le jour J !	Welcome to WEFIT!	Willkommen bei WEFIT!	¡Hoy es el dia!	
email_new_migration	mail_new_migration_subtitle	$$user_firstname$$ $$ucase(user_lastname)$$, votre compte a été transféré.	$$user_firstname$$ $$ucase(user_lastname)$$, your account has been transferred	$$user_firstname$$ $$ucase(user_lastname)$$, ihr WEFIT Profil ist jetzt aktiv	$$user_firstname$$ $$ucase(user_lastname)$$, su cuenta ha sido transferida	
email_new_migration	mail_new_migration_video	Pour rappel, 3 vidéos à votre disposition	To get ready, please watch these videos	Nur drei Videos für eine perfekte Vorbereitung	3 videos para refrescarle la memoria	
email_new_migration	mail_new_migration_steps	Que devez-vous faire maintenant ?	What to do next?	Was sind die nächsten Schritte?	¿Y ahora que tiene que hacer?	
email_new_migration	mail_new_migration_step0	Si ce n'est pas déjà fait, visonnez les vidéos de présentation sur l'utilisation de la plateforme	Log in to update your password, see your training program and look at what lessons you have booked.	Loggen Sie sich ein und vergeben Sie ein neues Passwort	Si aun no lo ha hecho, vea los videos de introducción al uso de la plataforma.	
email_new_migration	mail_new_migration_step1	Vous vous connectez et entrez un nouveau mot de passe, vous retrouvez alors votre parcours ainsi que votre calendrier de formation	If you use Adobe Connect please click on <a href='https://meet28852663.adobeconnect.com/html5/'>this link</a> below to check it gives you access to your trainers room.	Wenn Sie mit Adobe Connect arbeiten, klicken sie auf den <a href='https://meet28852663.adobeconnect.com/html5/'>Link</a> um Ihren Zugang zu testen!	Conéctese e introduzca una nueva contraseña. Tendrá acceso a su programa y a su calendario de formación	
email_new_migration	mail_new_migration_step2	Si vous utilisez Adobe Connect, cliquez <a href='https://meet28852663.adobeconnect.com/html5'>sur ce lien</a> pour tester l'accès à la salle de votre formateur	If you have any issues please feel free to contact us	Kontaktieren Sie unseren Kundenservice wenn Sie Hilfe benötigen	Si utiliza Adobe Connect, haga click<a href='https://meet28852663.adobeconnect.com/html5'>en este enlace</a> para el acceso de prueba a la página de su formador.	
email_new_migration	mail_new_migration_step3	Vous contactez notre service en cas de besoin ;)	If you need help, please contact our Custmer Service team	Bitte wenden Sie sich bei Bedarf an unseren Kundenservice	Si necesita ayuda, contacte con nuestro equipo.	
email_new_migration	mail_new_migration_step_cs	Notre service client est à votre écoute<br>au 01 84 17 47 88	Customer Service:<br>+33 1 84 17 47 88	Sie erreichen unseren Kundenservice unter: +49 7151 2 59 40 54 oder per Email an folgende Adresse: service@wefitgroup.com	Nuestro servicio al cliente está a su disposición<br>en el +33 1 84 17 47 88	
email_new_pwd	mail_new_pwd_title	Votre compte WEFIT	Your WEFIT account	Ihr WEFIT Profil	Su cuenta WEFIT	
email_new_pwd	mail_new_pwd_subtitle	$$user_firstname$$ $$ucase(user_lastname)$$, vous souhaitez changer votre mot de passe.<br> Voici un mot de passe temporaire pour accéder à la plateforme.	$$user_firstname$$ $$ucase(user_lastname)$$, this is a temporary password to connect to the platform.	Dies ist Ihr temporäres Passwort	$$user_firstname$$ $$ucase(user_lastname)$$, desea cambiar su contraseña.<br> Aquí tiene una contraseña temporal para acceder a la plataforma.	
email_new_test	mail_new_test_title	Bienvenue chez WEFIT !	Welcome to WEFIT!	Willkommen bei WEFIT!	Bienvenido a WEFIT	
email_new_test	mail_new_test_subtitle	$$user_firstname$$ $$ucase(user_lastname)$$, vous souhaitez découvrir nos services ?<br> Nous avons créé pour vous un espace personnalisé.	$$user_firstname$$ $$ucase(user_lastname)$$, you wish to discover WEFIT services?<br> Your account is now activated.	Sie möchten unseren WEFIT Service nutzen, Ihr Profil ist nun aktiv	$$user_firstname$$ $$ucase(user_lastname)$$, ¿ Quiere conocer nuestros servicios?<br> Hemos creado un espacio personalizado para usted.	
email_new_test	mail_new_test_steps	Quelles sont les prochaines étapes ?	What are the next steps?	Was sind die nächsten Schritte?	¿ Cuáles son los siguientes pasos?	
email_new_test	mail_new_test_step1	Vous vous connectez à la plateforme et réinitialisez votre mot de passe	Connect to the platform and reset your password	Loggen Sie sich ein und vergeben Sie ein neues Passwort	Conéctese a la plataforma y resetee su contraseña	
email_new_test	mail_new_test_step2	Vous pouvez passer votre test d'évaluation	Take your Placement Test	Absolvieren Sie Ihren Einstufungstest	Realice su prueba de nivel	
email_new_test	mail_new_test_step3	Vous pouvez passer votre test de profil d'apprentissage	Take your Learning Style Test	Absolvieren Sie Ihren Lernprofiltest	Realice su test de estilo de aprendizaje	
email_new_test	mail_new_test_step4	Vous pouvez consulter gratuitement une sélection de ressources dans notre bibliothèque de contenus	Discover our materials based on your level	Entdecken Sie eine selektierte Auswahl unserer WEFIT Ressourcen	Consulte de forma gratuita la selección de recursos de nuestra biblioteca	
email_new_tm	mail_new_tm_subtitle	$$user_firstname$$ $$ucase(user_lastname)$$, votre compte TM est actif.	$$user_firstname$$ $$ucase(user_lastname)$$, your account is active	$$user_firstname$$ $$ucase(user_lastname)$$, ihr WEFIT Profil ist jetzt aktiv	$$user_firstname$$ $$ucase(user_lastname)$$, su cuenta ya esta activada.	
email_reset_mdp	mail_reset_mdp_title	Vous avez perdu votre mot de passe ?	Forgotten password?	Sie haben Ihr Passwort vergessen?	¿ Ha olvidado su contraseña?	
email_reset_mdp	mail_reset_mdp_subtitle	Veuillez cliquer sur le lien suivant. Vous serez rédirigé(e) sur une interface vous permettant d'entrer un nouvau mot de passe.	Please click on the link below, you will be redirected to a page where you can reset it.	Bitte folgen Sie nachstehendem Link, um ein neues Passwort zu vergeben.	Haga click en el siguiente enlace e introduzca su nueva contraseña en la siguiente página.	
email_reset_mdp	mail_reset_mdp_btn	Réinitialiser mon mot de passe	Reset password	Passwort zurücksetzen	Restablecer contraseña	
email_reset_mdp	mail_reset_mdp_footer	Si vous n'êtes pas à l'origine de cet email, veuillez l'ignorer. Si vous recevez à nouveau ce type de message, veuillez contacter notre service client.	Please ignore this email if you received it by mistake. Contact our Customer Services team if you continue to receive them.	Bitte ignorieren Sie diese Email, sollten Sie diese irrtümlicherweise erhalten haben. Sollten Sie diese erneut erhalten, kontaktieren Sie bitte unseren Kundenservice.	Si este mensaje no va dirigido a usted, ignórelo. Si vuelve a recibir un mensaje similar, por favor contacte con nuestro servicio al cliente.	
email_token	mail_token_title1	Passage de votre certification	Take your certificate	Zertifikat absolvieren	Realice la prueba.	
email_token	mail_token_subtitle1	Vous avez opté pour la certification <br> <strong>$$get_token.certif_name$$</strong> <br>Les codes suivants seront nécessaires au passage de votre certification :	You have opted for the certification <br> <strong> $$get_token.certif_name$$</strong<>br>The following codes will be needed to take your certificate.	Sie haben sich für ein Zertifikat entschieden <br> <strong> $$get_token.certif_name$$</strong<>br>Die nachstehenden Codes benötigen Sie um Ihr Zertifikat zu validieren	Ha elegido el certificado <br> <strong>$$get_token.certif_name$$</strong> <br>Necesitará los siguientes códigos para realizar la prueba:	
email_token	mail_token_title2	Déroulement de la certification	Certification process	Prozess zu Zertifikatsabnahme	Proceso de examen	
email_token	mail_token_subtitle2	Veuillez suivre attentivement les étapes ci-dessous :	Please follow these steps carefully.	Bitte befolgen Sie die nächsten Schritte sorgfältig.	Siga con atención los pasos siguientes:	
email_token	mail_token_title3	Votre compte eLearning	Your Elearning account	Ihr eLearning Account	Su cuenta e-Learning	
email_token	mail_token_subtitle3	Si vous souhaitez accéder à la plateforme e-Learning et vous entraîner, veuillez utiliser les identifiants suivants :	Elearning log in details	Bitte nutzen Sie die folgenden Zugangsdaten um auf Ihre eLearning-Plattform zuzugreifen.	Si desea acceder a la plataforma e-Learning para practicar, utilice los siguientes datos:	
email_warning_note	mail_warning_note_title	Notation Cours	Lesson feedback	Unterrichtsfeedback	Notas de clase	
email_warning_note	mail_warning_note_subtitle	Lesson $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ avec $$get_lesson.trainer_firstname$$	Lesson $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ with $$get_lesson.trainer_firstname$$	Lektion $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ with $$get_lesson.trainer_firstname$$	Clase $$dateformat(get_lesson.lesson_start,'dd mmm yyyy')$$ - $$timeformat(get_lesson.lesson_start,'HH:mm')$$ con $$get_lesson.trainer_firstname$$	
