Examine|The process of studying a patient to see what is wrong.|Doctor|Verb
Fever|To have a high temperature.|Doctor|Noun
Flu|A viral disease that causes a high temperature.|Doctor|Noun
Food poisoning|An infection in the stomach from eating food that was not properly prepared (often not cooked enough).|Doctor|Noun
General Practitioner (GP)|A doctor that works in a surgery in the local community and not a hospital. Is not a specialist in one area but can treat all illnesses.|Doctor|Noun
Headache|A pain in the head.|Doctor|Noun
Health|The concept of how a person’s body is.|Doctor|Noun
Health center|A building where GPs and nurses work.|Doctor|Noun
Hospital|A place where patients go when they are too ill to stay at home so they can have 24 hour a day care.|Doctor|Noun
House call|When a doctor visits patients in their home rather than them going to see the doctor in the surgery.|Doctor|Noun
Ill|To have a disease or health problem.|Doctor|Adjective
Illness|Something that causes a person’s health to be bad.|Doctor|Noun
Infection|When the body is being attacked by a bacteria, fungus or virus.|Doctor|Noun
Joint|Where two bones join and there is movement, e.g. elbow, knee, wrist. |Doctor|Noun
Medicine|Something to make an ill person better.|Doctor|Noun
Nurse|A person who looks after people who are ill.|Doctor|Noun
On-call|all - When a doctor has to be available to see patients, often at nighttime. |Doctor|Adjective
Patient|Someone who is being treated by a doctor or is in a hospital.|Doctor|Noun
Pharmacy|A place, or shop, where medicines are kept, prepared and sold.|Doctor|Noun
Poorly|To have a disease or health problem.|Doctor|Adjective
Practice|A local doctor’s place of work.|Doctor|Noun
Prescription|A written note from a doctor saying what medicine is to be given to the patient.|Doctor|Noun
Rash|Red marks on the skin, often caused by an allergy.|Doctor|Noun
Receptionist|A person who answers telephones and makes appointments.|Doctor|Noun
Recover|To stop feeling ill.|Doctor|Verb
Refer|When a doctor sends a patient to see a different doctor, often a specialist.|Doctor|Verb
Registered|A person who is listed as being allowed to treat sick people.|Doctor|Adjective
Sneezing|To send air out of the nose often in a violent and loud way.|Doctor|Noun
Specialist|A doctor that only treats one type of illness or problem, e.g. heart specialist.|Doctor|Noun
Surgery (UK)|A building where a GP works and patients can visit them.|Doctor|Noun
Symptoms|The signs of an illness, e.g. fever, cough, sneezing.|Doctor|Noun
Test results|Detailed information about a patient’s illness.|Doctor|Noun
Treat|To try to cure an illness.|Doctor|Verb
Treatment|What is done to try to make a person better.|Doctor|Noun
Unwell|To have a disease or health problem.|Doctor|Adjective
Virus|A very small organism that can cause illnesses.|Doctor|Noun
Vomit|To empty the stomach through the mouth.|Doctor|Verb
Waiting room|A room in a surgery or hospital where patients wait before seeing the doctor.|Doctor|Noun
Well|To not be ill.|Doctor|Adjective
Wheelchair|A chair with wheels used to move a person who is too ill to walk.|Doctor|Noun
Wound|Damage to the body, often a cut.|Doctor|Noun
Are you a … ? (student)|A question to ask what someone does by giving a suggestion.|Meeting Someone New|
Are you new here?|A question to see if the person has only just arrived.|Meeting Someone New|
Big family|A family with many children (over 4 or 5) and relatives.|Meeting Someone New|
By|bye (Bye) - An informal word for when leaving.|Meeting Someone New|Interjection
Christian name|The name chosen by parents for their child. Used by friends and informally. Also called first name or given name.|Meeting Someone New|Noun
Do|Referring to a person’s job, e.g. what do you do?|Meeting Someone New|Verb
Excuse me|A phrase to use when interrupting someone who is already speaking or when asking for help.|Meeting Someone New|Interjection
Family name|The name that all members of a family share, often comes from the father, someone’s last name. Also called surname.|Meeting Someone New|Noun
First name|The name chosen by parents for their child. Used by friends and informally. Also called christian name or given name.|Meeting Someone New|Noun
Formal greeting|A greeting to use when meeting someone important or if you are being polite, e.g. hello, how do you do.|Meeting Someone New|Noun
From|A place where a person was born or lives, e.g. where are you from? (preposition)|Meeting Someone New|
Good afternoon (afternoon)|A formal greeting to use after midday but before 5 pm. Can be shortened to the informal ‘afternoon’.|Meeting Someone New|Noun
Good evening (evening)|A formal greeting to use after 5pm. Can be shortened to the informal ‘evening’.|Meeting Someone New|Noun
Good morning (morning)|A formal greeting to use before midday. Can be shortened to the informal ‘morning’.|Meeting Someone New|Noun
Goodbye|A formal word for when leaving.|Meeting Someone New|Noun
Goodnight (night)|A formal way of saying goodbye in the evening or at night. Can be shortened to the informal ‘night’.|Meeting Someone New|Noun
Greet|To say hello when first meeting someone.|Meeting Someone New|Verb
Greeting|The word used to greet someone, e.g. hello.|Meeting Someone New|Noun
Handshake|Holding right hands and moving them up and down when first meeting someone.|Meeting Someone New|Noun
Hello|A formal greeting.|Meeting Someone New|Interjection
Hi|An informal greeting.|Meeting Someone New|Interjection
Home sick|To miss your home.|Meeting Someone New|Adjective
How are you?|To ask if someone is ok.|Meeting Someone New|
How do you do?|A formal greeting. The correct reply is also ‘how do you do?’|Meeting Someone New|
How’s it going?|An informal greeting.|Meeting Someone New|
Hug|To hold someone with arms wrapped around them.|Meeting Someone New|Noun
I have to go now.|A phrase to explain that the conversation needs to end.|Meeting Someone New|
Informal greeting|A greeting use with friends, e.g. hi, how’s it going.|Meeting Someone New|
Introduce|To tell someone your name or another person’s name.|Meeting Someone New|Verb
Kiss|To place the lips of two people together.|Meeting Someone New|Verb
Know|To be aware of someone.|Meeting Someone New|Verb
Meet|To see and speak to someone.|Meeting Someone New|Verb
Name|The word or words used to refer to a person.|Meeting Someone New|Noun
New person|Someone that has not been met before.|Meeting Someone New|Noun
Nice to meet you.|A greeting to use after someone is introduced to you.|Meeting Someone New|
Nice to see you.|A greeting for when meeting someone.|Meeting Someone New|
Pardon me|A phrase to use when you did not hear what was said.|Meeting Someone New|Interjection
Partner|Someone’s girlfriend, boyfriend, husband or wife.|Meeting Someone New|Noun
Polite|To treat someone with respect.|Meeting Someone New|Adjective
See you.|An informal phrase for when leaving.|Meeting Someone New|
Siblings|A group of brothers and sisters.|Meeting Someone New|Noun
Small family|A family with just a few children (1 or 2) and not many relatives.|Meeting Someone New|
Study|To go to school, university or be in education.|Meeting Someone New|Verb
Surname|The name that all members of a family share, often comes from the father, someone’s last name. Also called family name.|Meeting Someone New|Noun
Tell us about yourself?|A question to ask to get a lot of information about a person. When answering include your name, job, where you come from and possibly your age as well as family information.|Meeting Someone New|
Wave|To lift up a hand and arm to greet someone.|Meeting Someone New|Verb
What about you?|A question to ask for the same information from someone as they asked from you.|Meeting Someone New|
Adorable|Something that is lovely and cute.|Pet|Adjective
Allergic|A reaction to something that often includes sneezing.|Pet|Adjective
Bark|The sound a dog makes.|Pet|Noun
Bird|An animal that flies and has feathers.|Pet|Noun
Bite|To use the mouth and teeth to hold something or someone.|Pet|Verb
Bowl|What an animal would eat or drink out of.|Pet|Noun
Breed|The specific type of animal, e.g. there are many different breeds of dog.|Pet|Noun
Cage|A structure made of metal bars that is used to keep an animal in.|Pet|Noun
Canary|A small bird that sings a beautiful song and is a yellow color.|Pet|Noun
Canine teeth|The sharp and long teeth that some animals have.|Pet|Noun
Cat|A furry animal that goes meow with whiskers and a tail.|Pet|Noun
Chirp|The noise that a bird makes.|Pet|Noun
Claws|The sharp curved parts of animal’s and bird’s feet.|Pet|Noun
Collar|A strap around an animal’s neck that is used to attach a lead.|Pet|Noun
Crawl|To move slowly.|Pet|Verb
Dog|An animal with fur that wags it tail and barks.|Pet|Noun
Domestic pig|A type of pig that is kept as a pet.|Pet|Noun
Donkey|An animal used to carry loads, now kept as a pet.|Pet|Noun
Feathers|The covering of a bird’s body.|Pet|Noun
Ferret|A long thin animal that is sometimes kept as a pet.|Pet|Noun
Fetch|A game to play with a dog where the person throws something and the dog brings it back.|Pet|Noun
Fish|An animal that lives in water and swims.|Pet|Noun
Food bowl|The container for an animal’s food.|Pet|Noun
Food|What an animal eats.|Pet|Noun
Friendly|An animal that likes people.|Pet|Adjective
Fur|The hair that covers many types of animals.|Pet|Noun
Gecko|A reptile with sticky feet that can climb walls.|Pet|Noun
Gerbil|A small animal that jumps with a long furry tail.|Pet|Noun
Gold fish|A fish that has a yellow/orange/gold color.|Pet|Noun
Groom|To look after the fur of animals so they look smart and clean.|Pet|Verb
Groomer|Person who cuts the fur of animals and makes them look beautiful.|Pet|Noun
Guinea pig|A small furry animal that has a very short tail.|Pet|Noun
Hamster|A small animal that stores food in its cheeks.|Pet|Noun
Hedgehog|A small animal that is covered in spines.|Pet|Noun
Hops|To use small jumps instead of walking.|Pet|Verb
Horse|A large animal that can be ridden by a person.|Pet|Noun
ID tag|Something that is attached to a collar and has information about the animal’s owner.|Pet|Noun
Kennel|A small house for a dog.|Pet|Noun
Kitten|A baby cat.|Pet|Noun
Lead|The rope or other material used to stop an animal running away, normally a dog (same as leash).|Pet|Noun
Leash|The rope or other material used to stop an animal running away, normally a dog (same as lead).|Pet|Noun
Lizard|A reptile with long tail.|Pet|Noun
Meow|The sound a cat makes.|Pet|Noun
Microchip|A small device put under an animal’s skin to identify it.|Pet|Noun
Mouse|A small animal with a pointed nose.|Pet|Noun
Parrot|A type of bird that is brightly colored and can learn to speak words.|Pet|Noun
Pet owner|A person who looks after and cares for a pet.|Pet|Noun
Pet shop|A shop where pets and pet supplies can be bought.|Pet|Noun
Pet|An animal that is kept by a person to be a friend.|Pet|Noun
Pigeon|A type of bird that can be kept as a pet and used to fly in races.|Pet|Noun
Playful|An animal that wants to have fun with people.|Pet|Adjective
Puppy|A baby dog.|Pet|Noun
Purr|The sound a cat makes when it is happy.|Pet|Noun
Rabbit|A furry animal with big ears that hops.|Pet|Noun
Rat|A smallish animal with a pointed nose and long tail, bigger than a mouse.|Pet|Noun
Reptile|An animal that has cold blood, such as a snake, gecko or lizard.|Pet|Noun
Ride|To sit on an animal while it moves.|Pet|Verb
Scales|The hard covering found on some reptiles such as snakes.|Pet|Noun
Shy|An animal that is scared of people.|Pet|Adjective
Slither|The movement a snake makes.|Pet|Verb
Snake|A reptile with no legs or arms.|Pet|Noun
Spider|An animal with eight legs.|Pet|Noun
Spines|The thick, strong and sharp covering on some animals.|Pet|Noun
Stroke|To use a hand to play with an animal’s fur (same as to pet) (British English).|Pet|Verb
Tail|The long and thin part of an animal that comes out of the end of the back.|Pet|Noun
Tank|A container for fish.|Pet|Noun
Teeth|The white hard parts of the mouth used for chewing.|Pet|Noun
Tie up|To use a rope or other material to attach to an animal’s collar so it will not run away.|Pet|Verb
To pet|To use a hand to play with an animal’s fur (same as stroke) (American English).|Pet|Verb
Treats|Special food for an animal.|Pet|Noun
Vet|(Veterinarian) A person who looks after sick and hurt animals.|Pet|Noun
Wag|To move a tail from side to side.|Pet|Verb
Walk|To take an animal, mainly a dog, to get exercise.|Pet|Verb
Whiskers|The long strong hairs growing from an animal’s cheeks.|Pet|Noun
Air pollution|Smoke and dust that make the air dangerous to breath.|Weather|Noun
Air pressure|The weight of the air pressing down.|Weather|Noun
Air|The gases that surround the Earth.|Weather|Noun
Autumn|The cool season where leaves start to fall from trees. (British English)|Weather|Noun
Blizzard|A very heavy snow storm.|Weather|Noun
Breeze|A gentle and slow movement of air.|Weather|Noun
Celsius|A new temperature measurement scale in which water freezes at 0 and boils at 100.|Weather|Noun
Changeable|When the type of weather is always different.|Weather|Adjective
Chilly|The temperature is quite cold. |Weather|Adjective
Clear|When there are no clouds in the sky.|Weather|Adjective
Climate|The average weather over a long period of time.|Weather|Noun
Cloud|Water that is suspended high in the sky and can be seen.|Weather|Noun
Cold|A low temperature.|Weather|Adjective
Cool|A slightly cold temperature.|Weather|Adjective
Degrees|A scale used to measure temperature.|Weather|Noun
Dew|The water drops that collect on plants and surfaces early in the morning.|Weather|Noun
Downpour|A very heavy rain.|Weather|Noun
Drizzle|A slight and weak rain.|Weather|Noun
Drought|When there is no water or rain.|Weather|Noun
Dull|The opposite of sunny, the sun is hidden by clouds.|Weather|Adjective
Fahrenheit|An old scale used to measure temperature.|Weather|Noun
Fall|The cool season where leaves start to fall from trees. (American English)|Weather|Noun
Flood|When there is too much water so it covers the land.|Weather|Noun
Fog|Water vapor suspended in the air near the ground.|Weather|Noun
Forecast|To predict what the weather will be in the future.|Weather|Verb
Freezing|When the temperature is cold enough for water to become ice. (adjective|Weather|
Frost|The ice crystals that form on plants and surfaces when it is cold.|Weather|Noun
Gale|Very big storm with strong wind.|Weather|Noun
Gusts|A short and sudden increase in wind speed.|Weather|Noun
Hail|Frozen balls of water that fall instead of rain.|Weather|Noun
Heat-wave|A period of time with very high temperatures.|Weather|Noun
Heavy rain|A lot of rain all at the same time. |Weather|Noun
Hot|A high temperature.|Weather|Adjective
Humid|When there is a lot of water suspended in the air.|Weather|Adjective
Hurricane|A storm with very strong winds and heavy rain.|Weather|Noun
Ice|Frozen water.|Weather|Noun
Lightning|An electrical discharge from the clouds to the ground.|Weather|Noun
Melt|When ice, snow or hail turns to water.|Weather|Verb
Meteorologist|A person who studies the weather.|Weather|Noun
Mild|To be slightly hot when a cold temperature would be expected.|Weather|Adjective
Monsoon|The season with heavy rain most days, occurs in parts of Asia.|Weather|Noun
Overcast|When the sky is filled with clouds.|Weather|Adjective
Precipitation|When water falls from the sky as rain, snow or hail.|Weather|Noun
Puddle|A small patch of water on the ground after rain.|Weather|Noun
Rain|Water falling from the sky.|Weather|Noun
Rainbow|An arc of different colors in the sky when it is raining.|Weather|Noun
Season|The different parts of the year with different types of weather.|Weather|Noun
Shine|To give off a bright light.|Weather|Verb
Shower|Short and quick precipitation event.|Weather|Noun
Sky|What can be seen when looking up from the ground.|Weather|Noun
Sleet|Precipitation that is halfway between rain and snow.|Weather|Noun
Slush|Snow on the ground that is mixed with water, or turning into water.|Weather|Noun
Smog|Visible pollution from cars and vehicles in big cities.|Weather|Noun
Snow|Precipitation falling as ice crystals.|Weather|Noun
Snowstorm|Snow falling while a strong wind blows.|Weather|Noun
Soaked|To be very wet, to get very wet.|Weather|Adjective
Spring|The season where temperature is warm and plants start to grow.|Weather|Noun
Storm|When there are strong winds and heavy rain at the same time.|Weather|Noun
Summer|The hot season when not much rain falls.|Weather|Noun
Sun|The star that the Earth gets its light and heat from.|Weather|Noun
Sunlight|The light from the Sun that warms the Earth.|Weather|Noun
Temperature|The level of hotness or coldness experienced by something.|Weather|Noun
Thermometer|A device for measuring the temperature.|Weather|Noun
Thunder|The loud noise that occurs with lightning.|Weather|Noun
Thunderstorm|A storm with thunder and lightning at the same time.|Weather|Noun
Tornado|A very strong wind over land that forms a funnel.|Weather|Noun
Umbrella|A device for keeping rain off people.|Weather|Noun
Warm|A temperature that is slightly hot.|Weather|Adjective
Weather|The conditions within the air.|Weather|Noun
Weather forecast|A prediction about what the weather will be like in the future.|Weather|Noun
Wind|A movement of the air.|Weather|Noun
Winter|The cold season when it might snow and where many plants stop growing.|Weather|Noun
Afford|To have enough money to purchase an item or pay for a service.|Shopping|Verb
Aisle|A long walkway with items for sale on either side.|Shopping|Noun
Bag|A carrying aid with handles that is usually made from plastic or recycled material.|Shopping|Noun
Baggy|When an item of clothing is excessively loose.|Shopping|Adjective
Bakery|A shop which provides people skilled in preparing and selling pastries, cakes and bread.|Shopping|Noun
Barcode|A small square filled with lines which when scanned by a computer provides an item’s name and price.|Shopping|Noun
Bargain|The price of an item that is considered to be of very good value.|Shopping|Noun
Basket|A hand held square shaped mesh container usually made from either metal or plastic which is used to hold items. |Shopping|Noun
Best before|The date before which an edible item is most delicious.|Shopping|Adjective
Brand|The name of a product which is often associated with a certain price and quality.|Shopping|Noun
Butchers|A shop which provides people skilled in preparing and selling meat.|Shopping|Noun
Buy|An act of providing payment for goods.|Shopping|Verb
Card machine|A machine which communicates with the customer’s bank for the purpose of paying for goods or services.|Shopping|Noun
Cash|A rectangular piece of paper often known as a note which is used for payment of goods or services.|Shopping|Noun
Cashier|A person who calculates the total cost and receives payment for the goods.|Shopping|Noun
Change|A quantity of money to be returned to the person paying for goods or services usually when payment has been made with bank notes which total more than the amount requested.|Shopping|Noun
Cheap|The cost of something considered to be reasonable and easily affordable.|Shopping|Noun
Chemist|A shop which sells general and personally prescribed medication.|Shopping|Noun
Cheque|A rectangular piece of paper which serves as a method of payment after the amount is written and signed by the account holder.|Shopping|Noun
Clearance sale|A time when most items are reduced, usually due to the shop closing down.|Shopping|Noun
Closed|A time when the product or service is not accessible to customers.|Shopping|Adjective
Coin|A small thin piece of metal which is usually round and used for payment of goods or services.|Shopping|Noun
Convenience store|A shop that is easily accessible to the general public that sells most things.|Shopping|Noun
Credit/Debit card|A rectangular piece of thin plastic often with an electronic chip which is used for paying for goods or services.|Shopping|Noun
Customer|A person who pays for goods or services. |Shopping|Noun
Delivery|The transportation of items from the shop to the customer’s preferred address.|Shopping|Noun
Discount|A reduction in the original price of a product.|Shopping|Noun
Estate agent|A shop which provides people skilled in selling land and property.|Shopping|Noun
Exchange|An act of returning a previously purchased unwanted item and receiving another in its place.|Shopping|Verb
Expensive|The cost of something considered to be excessive or unaffordable.|Shopping|Adjective
Faulty|An item which does not satisfy its description or cannot fulfil its purpose.|Shopping|Adjective
Fit|When an item of clothing is suitable for the size of the body.|Shopping|Verb
Fitting cubicle|A small room used for changing clothes.|Shopping|Noun
Florist|A shop which provides people skilled in cutting and arranging flowers.|Shopping|Noun
Gift voucher|A rectangular piece of thick paper which represents money and can be used to buy goods to the value printed on its front.|Shopping|Noun
Hanger|A triangular shaped piece of metal or plastic used to hold clothes in storage.|Shopping|
Label|A piece of paper printed with a description and attached to the item.|Shopping|Noun
Loyalty card|A card provided by an establishment similar to the size of a credit card which is often used to collect points which can be exchanged for rewards.|Shopping|Noun
Luxury items|Items which are fashionable but not a necessity.|Shopping|Noun
Open|The time when the product or service can be accessed and paid for.|Shopping|Adjective
Packaging|A protective material, usually plastic or cardboard, which surrounds the product prior to purchase.|Shopping|Noun
Price|The monetary value of a particular item.|Shopping|Noun
Purchase|An act of providing payment for goods.|Shopping|Verb
Purse|A container, usually used by women, for holding bank cards, cash and occasionally coins.|Shopping|Noun
Quality|The standard expected of a particular item.|Shopping|Noun
Queue|The act of people standing behind one another to wait for a service.|Shopping|Noun
Receipt|A long slip of paper which details the items bought and provides proof of purchase.|Shopping|Noun
Refund|A return of the price paid which is usually subject to company policy.|Shopping|Noun
Sale|A time where certain items are lowered from their original price.|Shopping|Noun
Sales assistant|A person who ensures a comfortable shopping experience for the customer, usually by serving their needs and informing them of current offers.|Shopping|Noun
Scales|A machine which weighs items to assist with calculating the price of a product.|Shopping|Noun
Security tag|A device securely attached to a product to deter thieves.|Shopping|Noun
Self-service|A machine used by customers to serve and pay for items by themselves.|Shopping|Adjective
Shelf|A horizontal, strong piece of material used for displaying items.|Shopping|Noun
Shop|A designated space which offers goods or services for payment.|Shopping|Noun
Shopper|A person who visits a shop with the intention of buying an item.|Shopping|Noun
Showroom|A building which has the purpose of displaying cars for purchase.|Shopping|Noun
Size|A measurement of something, usually described as large, medium or small. |Shopping|Noun
Stock|A quantity of a particular product held by a shop.|Shopping|Noun
Supermarket|A large shop with many departments which sells a wide range of items.|Shopping|Noun
Till|A machine used to keep cash received from customers and to provide change if necessary.|Shopping|Noun
Travel agent|A shop which provides people skilled in arranging trips and holidays.|Shopping|Noun
Trolley|A large rectangular shaped mesh container usually made from metal which has wheels and is used to hold items.|Shopping|Noun
Use by|The date when an edible item should be consumed by.|Shopping|Adjective
Wallet|A pocket-sized flat container, usually used by men, for holding bank cards and cash.|Shopping|Noun
Window shopping|The act of browsing products without the intention to buy.|Shopping|Verb
Airplane|A vehicle that flies and holds a lot of people.|Travel|Noun
Airport|A building for use by people who use an airplane for transport.|Travel|Noun
Annual pass|A ticket which has validity of one year.|Travel|Noun
Automatic doors|Doors which open by sensor without the need to open them manually. |Travel|Noun
Baggage|The items which a person takes with them on a journey.|Travel|Noun
Bicycle|A metal frame with a seat and wheels used for transport.|Travel|Noun
Bike chain|An object used to secure a bicycle and prevent theft.|Travel|
Bus|A large vehicle for carrying many people.|Travel|Noun
Bus lane|A portion of the road specifically for buses.|Travel|Noun
Bus station|A building for use by people who use a bus for transport.|Travel|Noun
Buzzer|A button used to inform the driver to stop.|Travel|Noun
Captain|The person that controls a ship or airplane.|Travel|Noun
Car|A small vehicle with four wheels that many people own.|Travel|Noun
Check-in|An area which deals with customer documents prior to travelling.|Travel|Noun
Child seat|A seat designed for children for the purpose of safety and for use in a car or on a bicycle.|Travel|Noun
Coach|A large vehicle for carrying many people, like a bus but for long journeys.|Travel|Noun
Commute|The act of travelling from a fixed location to another destination regularly.|Travel|Verb
Crew|The people who work on board a plane or ship.|Travel|Noun
Cruise|A journey taken on a ship to many different countries within a certain period of time.|Travel|Noun
Customs|An area which carries out security checks in an airport or on a border.|Travel|Noun
Customs officer|A person who carries out security checks in an airport or border.|Travel|Noun
Cycle lane|A portion of the road which is only for the use of cyclists. |Travel|Noun
Cycle path|A concrete surface used specifically by bicycles.|Travel|Noun
Declare|An act of informing customs of the items being carried.|Travel|Noun
Delay|When a method of transport is not running to the time originally anticipated. |Travel|Noun
Depart|To move from a place where a person is currently situated.|Travel|Verb
Departure gate|An exit which enables travellers to enter an airplane.|Travel|Noun
Direct|To travel to a destination without making any stops.|Travel|Adjective
Disembark|To get off a ship.|Travel|Verb
Dock|A place where ships arrive to and leave from.|Travel|Noun
Domestic|A journey which takes place in the same country.|Travel|Adjective
Driver|A person who operates a vehicle.|Travel|Noun
Emergency exit|A door which when opened allows a person to leave an enclosed space safely. |Travel|Noun
E-ticket|A piece of paper containing pertinent details regarding a journey.|Travel|
Fare|The total cost of a journey.|Travel|Noun
Ferry|A small boat used to carry people or vehicles short distances.|Travel|Noun
Flight|The act of an airplane making its way to its destination.|Travel|Noun
Helicopter|A vehicle that flies and does not hold a lot of people.|Travel|Noun
Helmet|A piece of hard shaped material placed on the head for protection.|Travel|Noun
Hire/rent|The act of borrowing a vehicle for a certain period of time.|Travel|Verb
Immigration|An area of the airport or border which requires documents to be checked.|Travel|Noun
Indirect|A journey which requires a stop prior to arrival at the destination.|Travel|Adjective
Insurance|A policy which protects the finances of the traveler for health and other purposes.|Travel|Noun
International|A journey which goes beyond the travellers’ home country.|Travel|Adjective
Lorry|A vehicle for carrying a large amount of goods (US – Truck).|Travel|Noun
Meter|An electronic display which calculates the total distance travelled as a cost.|Travel|Noun
Motor-bike|A two wheeled vehicle that has an engine.|Travel|Noun
One-way|A ticket that allows for the traveler to reach the destination but not to return.|Travel|Adjective
Passengers|The people who use a mode of transport controlled by another person.|Travel|Noun
Passport|An important document necessary for travel.|Travel|Noun
Pick-up truck|A small vehicle with space to carry goods at the back.|Travel|Noun
Pilot|The person who controls an airplane.|Travel|Noun
Platform|An area for people to wait for a train.|Travel|Noun
Priority seating|An area reserved for disabled people or those with small children.|Travel|Noun
Railway|The system of tracks that trains use to get from one place to another. |Travel|Noun
Round-trip|A journey going from and returning to the same place.|Travel|Noun
Runway|A long strip of concrete used by airplanes when taking off and landing.|Travel|Noun
Safety belt|A long piece of strong thin material used to secure people in a vehicle.|Travel|Noun
Sidecar|A small hollow cart attached to the side of a motorcycle for transporting people.|Travel|Noun
Sky train|A train that is driven above ground level on a suspended track.|Travel|Noun
Take-off|When an airplane leaves the ground to begin flying through the sky.|Travel|Verb
Tandem|A bike that can carry two people at the same time.|Travel|Noun
Tariff|An amount of money to be paid for the transport service.|Travel|Noun
Taxi stand|An area for people to book and wait for a taxi.|Travel|Noun
Ticket|A piece of paper or card used as documentation to allow travel.|Travel|Noun
Ticket counter|A service desk which sell tickets or deals with ticket enquiries.|Travel|Noun
Ticket inspector|A person who checks passenger’s tickets for validity.|Travel|Noun
Ticket machine|An electronic device which enables customers to purchase tickets.|Travel|Noun
Tracks|The metal runners that direct a train.|Travel|Noun
Train|A vehicle that travels on a railway tracks.|Travel|Noun
Train station|A building used to receive people who travel by train.|Travel|Noun
Tram|A vehicle that follows tracks and travels within a city, usually along the roads.|Travel|Noun
